p,lambda,lrb_lambda,rb_p,p_raw,lrb_fidelity,lrb_error_rate,rb_fidelity,rb_error_rate,lrb_f,rb_f,lrb_a,rb_a,lrb_n_points,rb_n_points,lrb_error_rate_std_boot,lrb_error_rate_ci_low,lrb_error_rate_ci_high,rb_error_rate_std_boot,rb_error_rate_ci_low,rb_error_rate_ci_high
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,9,9,1.196949275148283e-08,0.0,0.0,0.261035429046315,6.66598555283837e-06,0.6666665916666674
0.0005,0.0005,0.0005,0.0005,0.0001,0.9999962536950374,3.746304962581881e-06,0.9996236447897635,0.00037635521023648977,0.9999943805425562,0.9994354671846454,0.0,0.0,9,9,1.902991965908188e-07,3.569592464280902e-06,3.941609960533832e-06,0.002234184342542976,0.00039890136349898683,0.005365370711146356
0.001,0.001,0.001,0.001,0.0002,0.9999863320001366,1.3667999863353764e-05,0.99925901419421,0.0007409858057899621,0.999979498000205,0.9988885212913149,0.0,0.0,9,9,2.84882502204868e-07,1.3367269866448872e-05,1.3929799860701308e-05,0.0018750850332666684,0.000346756703652411,0.004416409093435889
0.0025,0.0025,0.0025,0.0025,0.0005,0.999903307040967,9.669295903302899e-05,0.9981239786187602,0.0018760213812397675,0.9998549605614504,0.9971859679281404,0.0,0.0,9,9,6.500838310332073e-07,9.603929903967412e-05,9.731278569358182e-05,0.0015245233552020744,0.0007828465937715156,0.003994834651785016
0.005,0.005,0.005,0.005,0.001,0.9995978726906213,0.0004021273093787192,0.996243365884233,0.003756634115766988,0.999396809035932,0.9943650488263496,0.0,0.0,9,9,1.958437473364362e-06,0.00040001552969981535,0.0004038759069852871,0.0015693028834688736,0.003339468406605306,0.006554001454459999
0.01,0.01,0.01,0.01,0.002,0.9982721411172785,0.0017278588827215335,0.9924828187418385,0.007517181258161476,0.9974082116759179,0.9887242281127577,0.0,0.0,9,9,7.434325280933978e-06,0.0017209476494571697,0.0017357486493091434,0.0013297356417776034,0.00747453272525469,0.010205703097942966
0.025,0.025,0.025,0.025,0.005,0.9823264321767357,0.017673567823264347,0.9814048428526183,0.01859515714738169,0.9734896482651034,0.9721072642789274,0.0,0.0,9,9,3.9620968596702434e-05,0.017637810490288452,0.017717137796161988,0.0012870598394538707,0.01851297773487018,0.021198904108010855
0.0375,0.0375,0.0375,0.0375,0.0075,0.9416620005833799,0.0583379994166201,0.9723207136101261,0.027679286389873936,0.9124930008750699,0.9584810704151893,0.0,0.0,9,9,7.535527985649541e-05,0.05825983941740161,0.05841705941582944,0.0013042538629631872,0.027378199086217983,0.029734878315984523
0.05,0.05,0.05,0.05,0.01,0.904969600950304,0.09503039904969601,0.963273267033934,0.03672673296606599,0.8574544014254559,0.944909900550901,0.0,0.0,9,9,0.0001256871925096015,0.09491298038420352,0.09516488438168455,0.0012701954172697524,0.03598509340014912,0.03850534958827994
0.0625,0.0625,0.0625,0.0625,0.0125,0.8658144013418559,0.13418559865814406,0.9543324564566754,0.045667543543324585,0.7987216020127839,0.9314986846850132,0.0,0.0,9,9,0.00024380536742230413,0.13396622799367106,0.13444008398893256,0.0012061227568973191,0.04535749074642515,0.0477720516822796
0.075,0.075,0.075,0.075,0.015,0.8337386683292799,0.1662613316707201,0.9457106885428931,0.054289311457106915,0.7506080024939199,0.9185660328143397,0.0,0.0,9,9,0.00044022337587575473,0.1658552516747808,0.16669623299970432,0.0012595917296890247,0.05350041290499596,0.05605101170615654
0.1,0.1,0.1,0.1,0.02,0.7337968026620318,0.26620319733796816,0.9287941340453919,0.0712058659546081,0.6006952039930479,0.8931912010680879,0.0,0.0,9,9,0.0011094535201871833,0.26502391201642755,0.2672462906608704,0.0012011985217666784,0.07084772195818945,0.07321392993452737
0.15,0.15,0.15,0.15,0.03,0.5947904040520959,0.40520959594790407,0.8964725343686079,0.10352746563139215,0.3921856060781439,0.844708801552912,0.0,0.0,9,9,0.002473508463382248,0.40301541996984575,0.40775630525577033,0.0012923881797450825,0.10372055362946125,0.10629047360376195
0.2,0.2,0.2,0.2,0.04,0.504356804956432,0.495643195043568,0.867655467990112,0.13234453200988805,0.25653520743464797,0.801483201985168,0.0,0.0,9,9,0.005459443720829607,0.4899403684339297,0.5004870563284627,0.0014388556661589402,0.13615120930515456,0.13891553994417793
0.25,0.25,0.25,0.25,0.05,0.44493067221736,0.55506932778264,0.8407850682588159,0.15921493174118406,0.16739600832603996,0.761177602388224,0.0,0.0,9,9,0.005204064592731702,0.549897402501026,0.5605970717273625,0.001570909608903045,0.16875016364583176,0.17182282494843842
