p,lambda,lrb_lambda,rb_p,p_raw,lrb_fidelity,lrb_error_rate,rb_fidelity,rb_error_rate,lrb_f,rb_f,lrb_a,rb_a,lrb_n_points,rb_n_points,lrb_error_rate_std_boot,lrb_error_rate_ci_low,lrb_error_rate_ci_high,rb_error_rate_std_boot,rb_error_rate_ci_low,rb_error_rate_ci_high
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,9,9,1.234550470575099e-08,0.0,0.0,0.261035429046315,6.66598555283837e-06,0.6666665916666674
0.0005,0.0005,0.0005,0.0005,0.0001,0.9999974566800255,2.5433199745128476e-06,0.9996236447897635,0.00037635521023648977,0.9999961850200382,0.9994354671846454,0.0,0.0,9,9,1.8351011845356715e-07,2.3577299764765414e-06,2.752359972491014e-06,0.002234184342542976,0.00039890136349898683,0.005365370711146356
0.001,0.001,0.001,0.001,0.0002,0.9999912831800871,8.716819912879537e-06,0.99925901419421,0.0007409858057899621,0.9999869247701307,0.9988885212913149,0.0,0.0,9,9,2.8802936880319164e-07,8.44987491543936e-06,8.985794910265632e-06,0.0018750850332666684,0.000346756703652411,0.004416409093435889
0.0025,0.0025,0.0025,0.0025,0.0005,0.9999405532354277,5.9446764572257393e-05,0.9981239786187602,0.0018760213812397675,0.9999108298531417,0.9971859679281404,0.0,0.0,9,9,5.812908944835609e-07,5.8868192037055955e-05,6.004235146617187e-05,0.0015245233552020744,0.0007828465937715156,0.003994834651785016
0.005,0.005,0.005,0.005,0.001,0.9997474518105255,0.00025254818947451074,0.996243365884233,0.003756634115766988,0.9996211777157882,0.9943650488263496,0.0,0.0,9,9,1.6143565346197495e-06,0.00025086246949135305,0.0002541576859703421,0.0015693028834688736,0.003339468406605306,0.006554001454459999
0.01,0.01,0.01,0.01,0.002,0.9987350551726495,0.0012649448273505115,0.9924828187418385,0.007517181258161476,0.9981025827589741,0.9887242281127577,0.0,0.0,9,9,5.517470772335501e-06,0.0012594653874052897,0.0012707465872926482,0.0013297356417776034,0.00747453272525469,0.010205703097942966
0.025,0.025,0.025,0.025,0.005,0.9893722347729442,0.010627765227055774,0.9814048428526183,0.01859515714738169,0.9840583521594164,0.9721072642789274,0.0,0.0,9,9,4.041162160410748e-05,0.010590286400763808,0.010667669226656629,0.0012870598394538707,0.01851297773487018,0.021198904108010855
0.0375,0.0375,0.0375,0.0375,0.0075,0.9682827803171721,0.031717219682827924,0.9723207136101261,0.027679286389873936,0.9524241704757582,0.9584810704151893,0.0,0.0,9,9,9.868639708872163e-05,0.03162033381712995,0.03179961514867042,0.0013042538629631872,0.027378199086217983,0.029734878315984523
0.05,0.05,0.05,0.05,0.01,0.927248534060848,0.07275146593915205,0.963273267033934,0.03672673296606599,0.890872801091272,0.944909900550901,0.0,0.0,9,9,0.00015773187341326243,0.07260179127398217,0.07291829260415038,0.0012701954172697524,0.03598509340014912,0.03850534958827994
0.0625,0.0625,0.0625,0.0625,0.0125,0.873545601264544,0.12645439873545605,0.9543324564566754,0.045667543543324585,0.8103184018968159,0.9314986846850132,0.0,0.0,9,9,0.00029002930787743695,0.12614809473851912,0.12673439873265602,0.0012061227568973191,0.04535749074642515,0.0477720516822796
0.075,0.075,0.075,0.075,0.015,0.83535200164648,0.16464799835351995,0.9457106885428931,0.054289311457106915,0.7530280024697199,0.9185660328143397,0.0,0.0,9,9,0.00047521670889236623,0.1641950276913831,0.1651429743485703,0.0012595917296890247,0.05350041290499596,0.05605101170615654
0.1,0.1,0.1,0.1,0.02,0.7332709360006241,0.2667290639993759,0.9287941340453919,0.0712058659546081,0.599906404000936,0.8931912010680879,0.0,0.0,9,9,0.001109471605902275,0.2657357626759758,0.2678444986548884,0.0012011985217666784,0.07084772195818945,0.07321392993452737
0.15,0.15,0.15,0.15,0.03,0.5947856040521439,0.40521439594785613,0.8964725343686079,0.10352746563139215,0.3921784060782159,0.844708801552912,0.0,0.0,9,9,0.0025497432982522637,0.402764966639017,0.4077042092562912,0.0012923881797450825,0.10372055362946125,0.10629047360376195
0.2,0.2,0.2,0.2,0.04,0.504356804956432,0.495643195043568,0.867655467990112,0.13234453200988805,0.25653520743464797,0.801483201985168,0.0,0.0,9,9,0.005380282669164426,0.49069198442641343,0.5018860109811398,0.0014388556661589402,0.13615120930515456,0.13891553994417793
0.25,0.25,0.25,0.25,0.05,0.44493067221736,0.55506932778264,0.8407850682588159,0.15921493174118406,0.16739600832603996,0.761177602388224,0.0,0.0,9,9,0.005135521017824568,0.5505113971615526,0.5600866503991335,0.001570909608903045,0.16875016364583176,0.17182282494843842
