p,lambda,lrb_lambda,rb_p,p_raw,lrb_fidelity,lrb_error_rate,rb_fidelity,rb_error_rate,lrb_f,rb_f,lrb_a,rb_a,lrb_n_points,rb_n_points,lrb_error_rate_std_boot,lrb_error_rate_ci_low,lrb_error_rate_ci_high,rb_error_rate_std_boot,rb_error_rate_ci_low,rb_error_rate_ci_high
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,9,9,1.1122483486289689e-08,0.0,0.0,0.261035429046315,6.66598555283837e-06,0.6666665916666674
0.0005,0.0005,0.0005,0.0005,0.0001,0.9999989173333441,1.082666655882747e-06,0.9996236447897635,0.00037635521023648977,0.9999983760000163,0.9994354671846454,0.0,0.0,9,9,1.895469775236421e-07,9.134999908733121e-07,1.2919999869964727e-06,0.002234184342542976,0.00039890136349898683,0.005365370711146356
0.001,0.001,0.001,0.001,0.0002,0.9999967639000324,3.2360999675518087e-06,0.99925901419421,0.0007409858057899621,0.9999951458500486,0.9988885212913149,0.0,0.0,9,9,2.5481504116610116e-07,2.975637470314929e-06,3.482324965276007e-06,0.0018750850332666684,0.000346756703652411,0.004416409093435889
0.0025,0.0025,0.0025,0.0025,0.0005,0.9999779779352078,2.202206479218205e-05,0.9981239786187602,0.0018760213812397675,0.9999669669028116,0.9971859679281404,0.0,0.0,9,9,5.13563315397277e-07,2.151593758481507e-05,2.2511120399859585e-05,0.0015245233552020744,0.0007828465937715156,0.003994834651785016
0.005,0.005,0.005,0.005,0.001,0.9999067377409325,9.326225906747254e-05,0.996243365884233,0.003756634115766988,0.9998601066113989,0.9943650488263496,0.0,0.0,9,9,1.1307826195374079e-06,9.20083957464124e-05,9.434221905646467e-05,0.0015693028834688736,0.003339468406605306,0.006554001454459999
0.01,0.01,0.01,0.01,0.002,0.9995882956437171,0.0004117043562829048,0.9924828187418385,0.007517181258161476,0.9993824434655756,0.9887242281127577,0.0,0.0,9,9,3.2410497469329863e-06,0.0004086117904139597,0.00041503341874971067,0.0013297356417776034,0.00747453272525469,0.010205703097942966
0.025,0.025,0.025,0.025,0.005,0.9962474684275252,0.003752531572474793,0.9814048428526183,0.01859515714738169,0.994371202641288,0.9721072642789274,0.0,0.0,9,9,2.8206535336819637e-05,0.0037232370923677214,0.003777578678890947,0.0012870598394538707,0.01851297773487018,0.021198904108010855
0.0375,0.0375,0.0375,0.0375,0.0075,0.9893880107727866,0.010611989227213403,0.9723207136101261,0.027679286389873936,0.9840820161591799,0.9584810704151893,0.0,0.0,8,9,9.298415653380827e-05,0.010517234241494262,0.010708241386250879,0.0013042538629631872,0.027378199086217983,0.029734878315984523
0.05,0.05,0.05,0.05,0.01,0.975596712244033,0.024403287755967007,0.963273267033934,0.03672673296606599,0.9633950683660494,0.944909900550901,0.0,0.0,6,9,0.00021264311870650802,0.02416623506500439,0.024597820020688537,0.0012701954172697524,0.03598509340014912,0.03850534958827994
0.0625,0.0625,0.0625,0.0625,0.0125,0.9510420018229132,0.04895799817708679,0.9543324564566754,0.045667543543324585,0.9265630027343699,0.9314986846850132,0.0,0.0,6,9,0.00044639655672217276,0.048507594074924026,0.04936224974637748,0.0012061227568973191,0.04535749074642515,0.0477720516822796
0.075,0.075,0.075,0.075,0.015,0.915122134182112,0.08487786581788803,0.9457106885428931,0.054289311457106915,0.872683201273168,0.9185660328143397,0.0,0.0,6,9,0.0006804261638718662,0.08421932715780678,0.08557858047754754,0.0012595917296890247,0.05350041290499596,0.05605101170615654
0.1,0.1,0.1,0.1,0.02,0.77239466894272,0.22760533105727998,0.9287941340453919,0.0712058659546081,0.65859200341408,0.8931912010680879,0.0,0.0,5,9,0.0013680623393298008,0.22625636040410307,0.22899161371008397,0.0012011985217666784,0.07084772195818945,0.07321392993452737
0.15,0.15,0.15,0.15,0.03,0.5917674707489919,0.40823252925100806,0.8964725343686079,0.10352746563139215,0.3876512061234879,0.844708801552912,0.0,0.0,4,9,0.002395615315893958,0.4058547159414528,0.41051899322814345,0.0012923881797450825,0.10372055362946125,0.10629047360376195
0.2,0.2,0.2,0.2,0.04,0.5008784049912159,0.49912159500878406,0.867655467990112,0.13234453200988805,0.251317607486824,0.801483201985168,0.0,0.0,4,9,0.005480399058097725,0.4939776163935571,0.5051385336152814,0.0014388556661589402,0.13615120930515456,0.13891553994417793
0.25,0.25,0.25,0.25,0.05,0.44473173888601597,0.5552682611139841,0.8407850682588159,0.15921493174118406,0.16709760832902396,0.761177602388224,0.0,0.0,4,9,0.005512148336368197,0.5493403465065966,0.5606054130606125,0.001570909608903045,0.16875016364583176,0.17182282494843842
