p,lambda,lrb_lambda,rb_p,p_raw,lrb_fidelity,lrb_error_rate,rb_fidelity,rb_error_rate,lrb_f,rb_f,lrb_a,rb_a,lrb_n_points,rb_n_points,lrb_error_rate_std_boot,lrb_error_rate_ci_low,lrb_error_rate_ci_high,rb_error_rate_std_boot,rb_error_rate_ci_low,rb_error_rate_ci_high
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,9,9,1.1577817872851738e-08,0.0,0.0,0.261035429046315,6.66598555283837e-06,0.6666665916666674
0.0005,0.0005,0.0005,0.0005,0.0001,0.9999957187000428,4.281299957220597e-06,0.9996236447897635,0.00037635521023648977,0.9999935780500642,0.9994354671846454,0.0,0.0,9,9,1.9690529247295578e-07,4.083649959185642e-06,4.459687455438122e-06,0.002234184342542976,0.00039890136349898683,0.005365370711146356
0.001,0.001,0.001,0.001,0.0002,0.9999841565751585,1.584342484151069e-05,0.99925901419421,0.0007409858057899621,0.9999762348627377,0.9988885212913149,0.0,0.0,9,9,2.872692579728138e-07,1.5549249844482027e-05,1.6118808172094212e-05,0.0018750850332666684,0.000346756703652411,0.004416409093435889
0.0025,0.0025,0.0025,0.0025,0.0005,0.9998901093344322,0.00010989066556776894,0.9981239786187602,0.0018760213812397675,0.9998351640016484,0.9971859679281404,0.0,0.0,9,9,6.609433349612967e-07,0.00010926271890732142,0.00011052199556138564,0.0015245233552020744,0.0007828465937715156,0.003994834651785016
0.005,0.005,0.005,0.005,0.001,0.9995650584560494,0.0004349415439506288,0.996243365884233,0.003756634115766988,0.9993475876840741,0.9943650488263496,0.0,0.0,9,9,2.058122318964127e-06,0.0004329036451710122,0.0004370237399137489,0.0015693028834688736,0.003339468406605306,0.006554001454459999
0.01,0.01,0.01,0.01,0.002,0.998216696817833,0.0017833031821670176,0.9924828187418385,0.007517181258161476,0.9973250452267496,0.9887242281127577,0.0,0.0,9,9,7.734163968193147e-06,0.0017756988302429378,0.001790563134094465,0.0013297356417776034,0.00747453272525469,0.010205703097942966
0.025,0.025,0.025,0.025,0.005,0.9787705282122948,0.02122947178770518,0.9814048428526183,0.01859515714738169,0.9681557923184422,0.9721072642789274,0.0,0.0,9,9,3.7483012668960885e-05,0.021192807468071936,0.021266657067333498,0.0012870598394538707,0.01851297773487018,0.021198904108010855
0.0375,0.0375,0.0375,0.0375,0.0075,0.9357565526424345,0.06424344735756549,0.9723207136101261,0.027679286389873936,0.9036348289636517,0.9584810704151893,0.0,0.0,9,9,6.748275852474866e-05,0.06417532735824683,0.06430999535690007,0.0013042538629631872,0.027378199086217983,0.029734878315984523
0.05,0.05,0.05,0.05,0.01,0.902235200977648,0.09776479902235202,0.963273267033934,0.03672673296606599,0.853352801466472,0.944909900550901,0.0,0.0,9,9,0.0001162799235052374,0.0976553803567797,0.09787918835454149,0.0012701954172697524,0.03598509340014912,0.03850534958827994
0.0625,0.0625,0.0625,0.0625,0.0125,0.865505068011616,0.13449493198838403,0.9543324564566754,0.045667543543324585,0.7982576020174238,0.9314986846850132,0.0,0.0,9,9,0.0002470965733459662,0.13421484665785166,0.13473386531932807,0.0012061227568973191,0.04535749074642515,0.0477720516822796
0.075,0.075,0.075,0.075,0.015,0.833948801660512,0.166051198339488,0.9457106885428931,0.054289311457106915,0.7509232024907679,0.9185660328143397,0.0,0.0,9,9,0.00042393405625080555,0.1656453530102131,0.16651099566822336,0.0012595917296890247,0.05350041290499596,0.05605101170615654
0.1,0.1,0.1,0.1,0.02,0.7338309359950239,0.2661690640049761,0.9287941340453919,0.0712058659546081,0.600746403992536,0.8931912010680879,0.0,0.0,9,9,0.0010914990642995435,0.2651355920153108,0.2671733519949331,0.0012011985217666784,0.07084772195818945,0.07321392993452737
0.15,0.15,0.15,0.15,0.03,0.5947904040520959,0.40520959594790407,0.8964725343686079,0.10352746563139215,0.3921856060781439,0.844708801552912,0.0,0.0,9,9,0.0025570439813919713,0.40256012397439866,0.4075666519243335,0.0012923881797450825,0.10372055362946125,0.10629047360376195
0.2,0.2,0.2,0.2,0.04,0.504356804956432,0.495643195043568,0.867655467990112,0.13234453200988805,0.25653520743464797,0.801483201985168,0.0,0.0,9,9,0.0055105090036704375,0.49038472042948617,0.5010596643227366,0.0014388556661589402,0.13615120930515456,0.13891553994417793
0.25,0.25,0.25,0.25,0.05,0.44493067221736,0.55506932778264,0.8407850682588159,0.15921493174118406,0.16739600832603996,0.761177602388224,0.0,0.0,9,9,0.005521004870630858,0.5499197171674695,0.5604171890624947,0.001570909608903045,0.16875016364583176,0.17182282494843842
