p,lambda,lrb_lambda,rb_p,p_raw,lrb_fidelity,lrb_error_rate,rb_fidelity,rb_error_rate,lrb_f,rb_f,lrb_a,rb_a,lrb_n_points,rb_n_points,lrb_error_rate_std_boot,lrb_error_rate_ci_low,lrb_error_rate_ci_high,rb_error_rate_std_boot,rb_error_rate_ci_low,rb_error_rate_ci_high
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,9,9,1.2710047578570804e-08,0.0,3.333333298272123e-08,0.261035429046315,6.66598555283837e-06,0.6666665916666674
0.0005,0.0005,0.0005,0.0005,0.0001,0.999998102225019,1.8977749810522582e-06,0.9996236447897635,0.00037635521023648977,0.9999971533375285,0.9994354671846454,0.0,0.0,9,9,1.8479221867418478e-07,1.716874982959915e-06,2.070299979339829e-06,0.002234184342542976,0.00039890136349898683,0.005365370711146356
0.001,0.001,0.001,0.001,0.0002,0.9999935117600649,6.488239935098505e-06,0.99925901419421,0.0007409858057899621,0.9999902676400974,0.9988885212913149,0.0,0.0,9,9,2.742305783832344e-07,6.20173660459411e-06,6.740066599397743e-06,0.0018750850332666684,0.000346756703652411,0.004416409093435889
0.0025,0.0025,0.0025,0.0025,0.0005,0.9999558426722416,4.415732775842063e-05,0.9981239786187602,0.0018760213812397675,0.9999337640083624,0.9971859679281404,0.0,0.0,9,9,5.178597907881686e-07,4.3597547788931656e-05,4.464147142846375e-05,0.0015245233552020744,0.0007828465937715156,0.003994834651785016
0.005,0.005,0.005,0.005,0.001,0.9998047313762527,0.00019526862374730225,0.996243365884233,0.003756634115766988,0.9997070970643791,0.9943650488263496,0.0,0.0,9,9,1.3357140505336933e-06,0.0001939788268602305,0.00019652430209071258,0.0015693028834688736,0.003339468406605306,0.006554001454459999
0.01,0.01,0.01,0.01,0.002,0.9990866745891331,0.0009133254108668609,0.9924828187418385,0.007517181258161476,0.9986300118836998,0.9887242281127577,0.0,0.0,9,9,4.691403170163425e-06,0.0009085637075809672,0.000918394320816085,0.0013297356417776034,0.00747453272525469,0.010205703097942966
0.025,0.025,0.025,0.025,0.005,0.9916030000839701,0.008396999916029935,0.9814048428526183,0.01859515714738169,0.9874045001259549,0.9721072642789274,0.0,0.0,9,9,4.2030292663204715e-05,0.008357051916429565,0.008440247915597592,0.0012870598394538707,0.01851297773487018,0.021198904108010855
0.0375,0.0375,0.0375,0.0375,0.0075,0.9768857268978094,0.023114273102190608,0.9723207136101261,0.027679286389873936,0.9653285903467141,0.9584810704151893,0.0,0.0,9,9,0.00010210503037924378,0.023023831716428394,0.023213274967867275,0.0013042538629631872,0.027378199086217983,0.029734878315984523
0.05,0.05,0.05,0.05,0.01,0.9483512871831538,0.05164871281684624,0.963273267033934,0.03672673296606599,0.9225269307747307,0.944909900550901,0.0,0.0,9,9,0.0001875454109146998,0.051466331965336586,0.05182723521506101,0.0012701954172697524,0.03598509340014912,0.03850534958827994
0.0625,0.0625,0.0625,0.0625,0.0125,0.9110954675557119,0.08890453244428809,0.9543324564566754,0.045667543543324585,0.866643201333568,0.9314986846850132,0.0,0.0,9,9,0.000376777484319374,0.08852642044806919,0.08925623377410445,0.0012061227568973191,0.04535749074642515,0.0477720516822796
0.075,0.075,0.075,0.075,0.015,0.8555872014441279,0.14441279855587208,0.9457106885428931,0.054289311457106915,0.783380802166192,0.9185660328143397,0.0,0.0,9,9,0.0005797803986359774,0.14382143856178567,0.14501365188319673,0.0012595917296890247,0.05350041290499596,0.05605101170615654
0.1,0.1,0.1,0.1,0.02,0.7327200026727999,0.2672799973272001,0.9287941340453919,0.0712058659546081,0.5990800040092,0.8931912010680879,0.0,0.0,7,9,0.0010470627761297703,0.26625194400414726,0.2682684986506482,0.0012011985217666784,0.07084772195818945,0.07321392993452737
0.15,0.15,0.15,0.15,0.03,0.594599470720672,0.405400529279328,0.8964725343686079,0.10352746563139215,0.3918992060810079,0.844708801552912,0.0,0.0,7,9,0.0024647478310940675,0.40295946263707216,0.4078493825881728,0.0012923881797450825,0.10372055362946125,0.10629047360376195
0.2,0.2,0.2,0.2,0.04,0.504350404956496,0.49564959504350403,0.867655467990112,0.13234453200988805,0.25652560743474395,0.801483201985168,0.0,0.0,7,9,0.005612532152163909,0.4898606031013939,0.5009797069902029,0.0014388556661589402,0.13615120930515456,0.13891553994417793
0.25,0.25,0.25,0.25,0.05,0.44493067221736,0.55506932778264,0.8407850682588159,0.15921493174118406,0.16739600832603996,0.761177602388224,0.0,0.0,7,9,0.005494925938594395,0.5501409224985907,0.5606721010599456,0.001570909608903045,0.16875016364583176,0.17182282494843842
