p,lambda,lrb_lambda,rb_p,p_raw,lrb_fidelity,lrb_error_rate,rb_fidelity,rb_error_rate,lrb_f,rb_f,lrb_a,rb_a,lrb_n_points,rb_n_points,lrb_error_rate_std_boot,lrb_error_rate_ci_low,lrb_error_rate_ci_high,rb_error_rate_std_boot,rb_error_rate_ci_low,rb_error_rate_ci_high
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,9,9,1.2345504705750991e-08,0.0,0.0,0.261035429046315,6.66598555283837e-06,0.6666665916666674
0.0005,0.0005,0.0005,0.0005,0.0001,0.9999982144500178,1.7855499822028165e-06,0.9996236447897635,0.00037635521023648977,0.9999973216750268,0.9994354671846454,0.0,0.0,9,9,2.0043974965922933e-07,1.6058333173196715e-06,2.0012899799581874e-06,0.002234184342542976,0.00039890136349898683,0.005365370711146356
0.001,0.001,0.001,0.001,0.0002,0.9999944476933887,5.552306611256164e-06,0.99925901419421,0.0007409858057899621,0.9999916715400833,0.9988885212913149,0.0,0.0,9,9,2.5510569772857033e-07,5.3085599468483124e-06,5.808004941876277e-06,0.0018750850332666684,0.000346756703652411,0.004416409093435889
0.0025,0.0025,0.0025,0.0025,0.0005,0.9999613764835863,3.8623516413704984e-05,0.9981239786187602,0.0018760213812397675,0.9999420647253794,0.9971859679281404,0.0,0.0,9,9,5.194320275486458e-07,3.8044787169511096e-05,3.913379510878112e-05,0.0015245233552020744,0.0007828465937715156,0.003994834651785016
0.005,0.005,0.005,0.005,0.001,0.9998324192666758,0.00016758073332423518,0.996243365884233,0.003756634115766988,0.9997486289000137,0.9943650488263496,0.0,0.0,9,9,1.270986825859071e-06,0.00016623654833780588,0.00016877773856227574,0.0015693028834688736,0.003339468406605306,0.006554001454459999
0.01,0.01,0.01,0.01,0.002,0.9992045401679546,0.0007954598320454309,0.9924828187418385,0.007517181258161476,0.9988068102519319,0.9887242281127577,0.0,0.0,9,9,4.313306924839246e-06,0.0007911579054217244,0.000799833805335104,0.0013297356417776034,0.00747453272525469,0.010205703097942966
0.025,0.025,0.025,0.025,0.005,0.9926214526737854,0.0073785473262145684,0.9814048428526183,0.01859515714738169,0.9889321790106782,0.9721072642789274,0.0,0.0,9,9,3.9485319492695164e-05,0.007339933120200701,0.007420127925798603,0.0012870598394538707,0.01851297773487018,0.021198904108010855
0.0375,0.0375,0.0375,0.0375,0.0075,0.9797502282024978,0.020249771797502203,0.9723207136101261,0.027679286389873936,0.9696253423037466,0.9584810704151893,0.0,0.0,9,9,0.00011744115332836296,0.020129726732036154,0.02036188347638108,0.0013042538629631872,0.027378199086217983,0.029734878315984523
0.05,0.05,0.05,0.05,0.01,0.9585310244146896,0.041468975585310375,0.963273267033934,0.03672673296606599,0.9377965366220345,0.944909900550901,0.0,0.0,8,9,0.00021524704315223158,0.04124018838759818,0.04165371558346283,0.0012701954172697524,0.03598509340014912,0.03850534958827994
0.0625,0.0625,0.0625,0.0625,0.0125,0.915432534179008,0.08456746582099195,0.9543324564566754,0.045667543543324585,0.8731488012685119,0.9314986846850132,0.0,0.0,7,9,0.0004132243436516531,0.08413324715866757,0.08498316715016843,0.0012061227568973191,0.04535749074642515,0.0477720516822796
0.075,0.075,0.075,0.075,0.015,0.856900268097664,0.14309973190233605,0.9457106885428931,0.054289311457106915,0.785350402146496,0.9185660328143397,0.0,0.0,6,9,0.0005785447340134585,0.1424888945751112,0.14362553456374472,0.0012595917296890247,0.05350041290499596,0.05605101170615654
0.1,0.1,0.1,0.1,0.02,0.732705602672944,0.26729439732705595,0.9287941340453919,0.0712058659546081,0.599058404009416,0.8931912010680879,0.0,0.0,7,9,0.001142406955507457,0.26632516000341505,0.26845356531546444,0.0012011985217666784,0.07084772195818945,0.07321392993452737
0.15,0.15,0.15,0.15,0.03,0.594582404054176,0.40541759594582405,0.8964725343686079,0.10352746563139215,0.39187360608126387,0.844708801552912,0.0,0.0,6,9,0.0025000533247045917,0.40285522797144774,0.40783598525497355,0.0012923881797450825,0.10372055362946125,0.10629047360376195
0.2,0.2,0.2,0.2,0.04,0.504350938289824,0.495649061710176,0.867655467990112,0.13234453200988805,0.256526407434736,0.801483201985168,0.0,0.0,6,9,0.005826458118681554,0.49062448576042184,0.5014767309852327,0.0014388556661589402,0.13615120930515456,0.13891553994417793
0.25,0.25,0.25,0.25,0.05,0.44493067221736,0.55506932778264,0.8407850682588159,0.15921493174118406,0.16739600832603996,0.761177602388224,0.0,0.0,6,9,0.005271189619907334,0.5501936798313966,0.5605392583946073,0.001570909608903045,0.16875016364583176,0.17182282494843842
