p,lambda,lrb_lambda,rb_p,p_raw,lrb_fidelity,lrb_error_rate,rb_fidelity,rb_error_rate,lrb_f,rb_f,lrb_a,rb_a,lrb_n_points,rb_n_points,lrb_error_rate_std_boot,lrb_error_rate_ci_low,lrb_error_rate_ci_high,rb_error_rate_std_boot,rb_error_rate_ci_low,rb_error_rate_ci_high
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,9,9,1.1093818535662109e-08,0.0,0.0,0.261035429046315,6.66598555283837e-06,0.6666665916666674
0.0005,0.0005,0.0005,0.0005,0.0001,0.999998708000013,1.2919999869964727e-06,0.9996236447897635,0.00037635521023648977,0.9999980620000194,0.9994354671846454,0.0,0.0,9,9,1.9286578538548654e-07,1.082666655882747e-06,1.461999985408191e-06,0.002234184342542976,0.00039890136349898683,0.005365370711146356
0.001,0.001,0.001,0.001,0.0002,0.9999961830100382,3.816989961769046e-06,0.99925901419421,0.0007409858057899621,0.9999942745150573,0.9988885212913149,0.0,0.0,9,9,2.731086682384158e-07,3.5342499646873193e-06,4.083649959185642e-06,0.0018750850332666684,0.000346756703652411,0.004416409093435889
0.0025,0.0025,0.0025,0.0025,0.0005,0.9999736045194639,2.6395480536067772e-05,0.9981239786187602,0.0018760213812397675,0.999960406779196,0.9971859679281404,0.0,0.0,9,9,4.767546181307221e-07,2.5917824140742063e-05,2.687714353122317e-05,0.0015245233552020744,0.0007828465937715156,0.003994834651785016
0.005,0.005,0.005,0.005,0.001,0.99989034481443,0.00010965518557004561,0.996243365884233,0.003756634115766988,0.9998355172216449,0.9943650488263496,0.0,0.0,9,9,1.184421588534901e-06,0.00010847778558176202,0.00011077110362560205,0.0015693028834688736,0.003339468406605306,0.006554001454459999
0.01,0.01,0.01,0.01,0.002,0.9994755462740446,0.0005244537259554427,0.9924828187418385,0.007517181258161476,0.9992133194110668,0.9887242281127577,0.0,0.0,9,9,3.7168509734787234e-06,0.0005207807061253789,0.0005282563274375063,0.0013297356417776034,0.00747453272525469,0.010205703097942966
0.025,0.025,0.025,0.025,0.005,0.9953508500464915,0.0046491499535085135,0.9814048428526183,0.01859515714738169,0.9930262750697373,0.9721072642789274,0.0,0.0,9,9,3.24393756260005e-05,0.004618520904214769,0.004684054037959466,0.0012870598394538707,0.01851297773487018,0.021198904108010855
0.0375,0.0375,0.0375,0.0375,0.0075,0.9863507241364928,0.013649275863507171,0.9723207136101261,0.027679286389873936,0.9795260862047391,0.9584810704151893,0.0,0.0,9,9,9.649925536373515e-05,0.013554379704456285,0.013745405942545932,0.0013042538629631872,0.027378199086217983,0.029734878315984523
0.05,0.05,0.05,0.05,0.01,0.9705080322949197,0.029491967705080335,0.963273267033934,0.03672673296606599,0.9557620484423794,0.944909900550901,0.0,0.0,6,9,0.00021067002355433599,0.029294161627058467,0.029708167009584927,0.0012701954172697524,0.03598509340014912,0.03850534958827994
0.0625,0.0625,0.0625,0.0625,0.0125,0.9407084325929157,0.0592915674070843,0.9543324564566754,0.045667543543324585,0.9110626488893735,0.9314986846850132,0.0,0.0,6,9,0.0004120510537281688,0.05887483274458505,0.05969838148301618,0.0012061227568973191,0.04535749074642515,0.0477720516822796
0.075,0.075,0.075,0.075,0.015,0.902074134312592,0.09792586568740802,0.9457106885428931,0.054289311457106915,0.8531112014688879,0.9185660328143397,0.0,0.0,6,9,0.0006876505742251848,0.09730655902693448,0.098672169679945,0.0012595917296890247,0.05350041290499596,0.05605101170615654
0.1,0.1,0.1,0.1,0.02,0.77175466894912,0.22824533105087996,0.9287941340453919,0.0712058659546081,0.65763200342368,0.8931912010680879,0.0,0.0,5,9,0.001480190679580326,0.22678017906553152,0.22985966703473668,0.0012011985217666784,0.07084772195818945,0.07321392993452737
0.15,0.15,0.15,0.15,0.03,0.5921194707454719,0.4078805292545281,0.8964725343686079,0.10352746563139215,0.38817920611820794,0.844708801552912,0.0,0.0,5,9,0.002516438801790536,0.40529036394709633,0.41011325456553416,0.0012923881797450825,0.10372055362946125,0.10629047360376195
0.2,0.2,0.2,0.2,0.04,0.501007471656592,0.498992528343408,0.867655467990112,0.13234453200988805,0.251511207484888,0.801483201985168,0.0,0.0,5,9,0.005496904887139077,0.49383293372833725,0.5047554082857793,0.0014388556661589402,0.13615120930515456,0.13891553994417793
0.25,0.25,0.25,0.25,0.05,0.444738138885952,0.5552618611140481,0.8407850682588159,0.15921493174118406,0.16710720832892795,0.761177602388224,0.0,0.0,5,9,0.00549399781740605,0.5501902664980973,0.5613235783867643,0.001570909608903045,0.16875016364583176,0.17182282494843842
