check_num,threshold_p,threshold_p_std_boot,threshold_p_ci_low,threshold_p_ci_high,threshold_lrb_lambda,threshold_rb_p,threshold_rb_error_rate,threshold_lrb_error_rate,method,start_idx_used,tail_cut_idx,n_points_used,threshold_lambda,threshold_lambda_std_boot,threshold_lambda_ci_low,threshold_lambda_ci_high,threshold_lrb_lambda_std_boot,threshold_lrb_lambda_ci_low,threshold_lrb_lambda_ci_high,threshold_rb_p_std_boot,threshold_rb_p_ci_low,threshold_rb_p_ci_high
1,0.15056888720958028,0.002474158788860222,0.14731449183105236,0.15201821770111848,0.15056888720958028,0.15056888720958028,0.10385533884099915,0.10385533884099915,permanent_regime_no_consecutive_interp,4,14,14,0.15056888720958028,0.002474158788860222,0.14731449183105236,0.15201821770111848,0.002474158788860222,0.14731449183105236,0.15201821770111848,0.002474158788860222,0.14731449183105236,0.15201821770111848
2,0.12327374755738207,0.0013357127905262152,0.12201277921414622,0.12468824976803015,0.12327374755738207,0.12327374755738207,0.08625076098517276,0.08625076098517276,permanent_regime_interp,4,15,15,0.12327374755738207,0.0013357127905262152,0.12201277921414622,0.12468824976803015,0.0013357127905262152,0.12201277921414622,0.12468824976803015,0.0013357127905262152,0.12201277921414622,0.12468824976803015
3,0.07966822259209033,0.0005727489663561255,0.07911960426597629,0.08026564946420976,0.07966822259209033,0.07966822259209033,0.057448121132529395,0.057448121132529395,permanent_regime_interp,4,15,15,0.07966822259209033,0.0005727489663561255,0.07911960426597629,0.08026564946420976,0.0005727489663561255,0.07911960426597629,0.08026564946420976,0.0005727489663561255,0.07911960426597629,0.08026564946420976
4,0.07253036234839576,0.0008714538299052337,0.0717824034387059,0.07349927538518405,0.07253036234839576,0.07253036234839576,0.05258590004404527,0.05258590004404527,permanent_regime_interp,4,15,15,0.07253036234839576,0.0008714538299052337,0.0717824034387059,0.07349927538518405,0.0008714538299052337,0.0717824034387059,0.07349927538518405,0.0008714538299052337,0.0717824034387059,0.07349927538518405
