p,lrb_fidelity,lrb_error_rate,rb_fidelity,rb_error_rate,lrb_f,rb_f,lrb_a,rb_a,lrb_n_points,rb_n_points
3.35981829e-05,0.9999999933333333,6.666666663157628e-09,0.9999987021578001,1.29784219993212e-06,0.99999999,0.9999980532367002,0.0,-18.120683653489294,9,9
0.000615848211,0.9999957477109183,4.252289081740912e-06,0.9991226530642136,0.0008773469357864494,0.9999936215663773,0.9986839795963203,0.0,0.46736943573682654,9,9
0.0112883789,0.997854786282904,0.002145213717095973,0.9915195935029413,0.008480406497058723,0.9967821794243561,0.9872793902544119,0.0,0.0020833887677151226,9,9
0.0206130785,0.9905078975231753,0.009492102476824749,0.9846128576410761,0.015387142358923911,0.9857618462847628,0.976919286461614,0.0,-0.0054151319915787385,9,9
0.0233572147,0.986642553600482,0.01335744639951797,0.9820780923584379,0.017921907641562096,0.9799638304007231,0.9731171385376569,0.0,0.017746441457948185,9,9
0.0311537409,0.9681746073031744,0.031825392696825605,0.9763868604722626,0.02361313952773736,0.9522619109547616,0.9645802907083939,0.0,0.007386736305873726,9,9
0.0362021775,0.9526184022809652,0.04738159771903483,0.9727738338778563,0.02722616612214368,0.9289276034214476,0.9591607508167846,0.0,0.0026485877512469874,9,9
0.0420687089,0.9239925281868159,0.07600747181318412,0.968558457962164,0.031441542037836,0.885988792280224,0.952837686943246,0.0,-0.0025767706800938453,9,9
0.0483293024,0.8928794621424107,0.10712053785758935,0.9633075674005153,0.03669243259948474,0.8393191932136159,0.9449613511007728,0.0,0.00791796558740088,9,9
0.0547144504,0.8670949293247681,0.13290507067523194,0.9591884261495647,0.04081157385043532,0.800642393987152,0.938782639224347,0.0,-0.003370874257619812,9,9
0.0635808794,0.8319247966948372,0.1680752033051628,0.9523211649535765,0.04767883504642345,0.7478871950422559,0.9284817474303648,0.0,0.0016789543811222543,9,9
0.0738841056,0.7788607977561174,0.22113920224388262,0.944317775780311,0.05568222421968905,0.6682911966341759,0.9164766636704664,0.0,0.0019475652881404053,9,9
0.0858569606,0.7254698654906027,0.27453013450939734,0.9352815546277021,0.06471844537229787,0.588204798235904,0.9029223319415531,0.0,0.0027377506183934963,9,9
0.0925524149,0.7006730659865387,0.29932693401346133,0.9309178613816428,0.06908213861835721,0.551009598979808,0.896376792072464,0.0,-0.002042053486718541,9,9
0.1,0.6815781330351042,0.31842186696489583,0.9243301281800639,0.07566987181993612,0.5223671995526561,0.886495192270096,0.0,0.0037737905110302697,9,9
0.143844989,0.53770133591264,0.46229866408736,0.8918015954973013,0.10819840450269869,0.3065520038689599,0.8377023932459519,0.0,0.001665063935187996,9,9
0.206913808,0.4258346714833066,0.5741653285166934,0.8424986631500267,0.15750133684997325,0.13875200722496,0.76374799472504,0.0,0.005418450235117936,9,9
0.335981829,0.5034224032648853,0.4965775967351147,0.7407237318521919,0.25927626814780813,0.25513360489732795,0.611085597778288,0.0,0.00730377694238619,9,9
