p,lrb_fidelity,lrb_error_rate,rb_fidelity,rb_error_rate,lrb_f,rb_f,lrb_a,rb_a,lrb_n_points,rb_n_points
3.35981829e-05,0.9999999933333333,6.666666663157628e-09,0.9999987021578001,1.29784219993212e-06,0.99999999,0.9999980532367002,0.0,-18.120683653489294,9,9
0.000615848211,0.9999954979684231,4.5020315768695696e-06,0.9991226530642136,0.0008773469357864494,0.9999932469526348,0.9986839795963203,0.0,0.46736943573682654,9,9
0.0112883789,0.9978071512971901,0.002192848702809891,0.9915195935029413,0.008480406497058723,0.9967107269457851,0.9872793902544119,0.0,0.0020833887677151226,9,9
0.0206130785,0.9902736001945277,0.009726399805472297,0.9846128576410761,0.015387142358923911,0.9854104002917917,0.976919286461614,0.0,-0.0054151319915787385,9,9
0.0233572147,0.9855615816221016,0.014438418377898388,0.9820780923584379,0.017921907641562096,0.9783423724331525,0.9731171385376569,0.0,0.017746441457948185,9,9
0.0311537409,0.9661498206770034,0.03385017932299661,0.9763868604722626,0.02361313952773736,0.9492247310155052,0.9645802907083939,0.0,0.007386736305873726,9,9
0.0362021775,0.9498271183367907,0.05017288166320932,0.9727738338778563,0.02722616612214368,0.9247406775051862,0.9591607508167846,0.0,0.0026485877512469874,9,9
0.0420687089,0.9213690615726186,0.07863093842738145,0.968558457962164,0.031441542037836,0.8820535923589279,0.952837686943246,0.0,-0.0025767706800938453,9,9
0.0483293024,0.891691728832832,0.10830827116716801,0.9633075674005153,0.03669243259948474,0.8375375932492479,0.9449613511007728,0.0,0.00791796558740088,9,9
0.0547144504,0.8669253293281599,0.1330746706718401,0.9591884261495647,0.04081157385043532,0.8003879939922399,0.938782639224347,0.0,-0.003370874257619812,9,9
0.0635808794,0.8318677300293119,0.1681322699706881,0.9523211649535765,0.04767883504642345,0.7478015950439679,0.9284817474303648,0.0,0.0016789543811222543,9,9
0.0738841056,0.7789221310882238,0.22107786891177617,0.944317775780311,0.05568222421968905,0.6683831966323358,0.9164766636704664,0.0,0.0019475652881404053,9,9
0.0858569606,0.7255381321559039,0.2744618678440961,0.9352815546277021,0.06471844537229787,0.588307198233856,0.9029223319415531,0.0,0.0027377506183934963,9,9
0.0925524149,0.7006986659860267,0.2993013340139733,0.9309178613816428,0.06908213861835721,0.55104799897904,0.896376792072464,0.0,-0.002042053486718541,9,9
0.1,0.6815802663683947,0.31841973363160525,0.9243301281800639,0.07566987181993612,0.5223703995525921,0.886495192270096,0.0,0.0037737905110302697,9,9
0.143844989,0.53770133591264,0.46229866408736,0.8918015954973013,0.10819840450269869,0.3065520038689599,0.8377023932459519,0.0,0.001665063935187996,9,9
0.206913808,0.4258346714833066,0.5741653285166934,0.8424986631500267,0.15750133684997325,0.13875200722496,0.76374799472504,0.0,0.005418450235117936,9,9
0.335981829,0.5034224032648853,0.4965775967351147,0.7407237318521919,0.25927626814780813,0.25513360489732795,0.611085597778288,0.0,0.00730377694238619,9,9
