p,lrb_fidelity,lrb_error_rate,rb_fidelity,rb_error_rate,lrb_f,rb_f,lrb_a,rb_a,lrb_n_points,rb_n_points,lrb_error_rate_std_boot,lrb_error_rate_ci_low,lrb_error_rate_ci_high,rb_error_rate_std_boot,rb_error_rate_ci_low,rb_error_rate_ci_high
3.35981829e-05,1.0,0.0,0.9999987330044521,1.2669955479216455e-06,1.0,0.9999980995066783,0.0,-18.586177585542423,9,9,1.2280402276009546e-08,0.0,0.0,0.005942087695779165,1.0576537283490948e-06,0.009274614307253893
0.000615848211,0.9999989173333441,1.082666655882747e-06,0.9991226597221067,0.0008773402778933237,0.9999983760000163,0.9986839895831601,0.0,0.4673654419907468,9,9,1.3791922141847516e-07,9.473333237863812e-07,1.2239999876983987e-06,0.00162549291654577,6.212259702209622e-07,0.0030860642354060986
0.0112883789,0.9995031297804687,0.0004968702195312646,0.991519600084804,0.008480399915196002,0.999254694670703,0.9872794001272059,0.0,0.002082702516943801,9,9,3.933309777684837e-06,0.0004929729468203803,0.0005009324724906117,0.0006966536021935337,0.007803798695295341,0.009129080335375886
0.0206130785,0.9979063519809365,0.002093648019063532,0.9846128641538714,0.015387135846128608,0.9968595279714048,0.9769192962308071,0.0,-0.005415467616652132,9,9,2.0487718106655095e-05,0.002073843179261403,0.0021147380791192074,0.00044905165972842923,0.014977666516890031,0.01589440581438925
0.0233572147,0.9970737492292625,0.002926250770737493,0.9820780988458857,0.017921901154114295,0.9956106238438938,0.9731171482688284,0.0,0.017746171937722825,9,9,2.7120530221358333e-05,0.002898202971017949,0.002950683288493132,0.000387600198167051,0.017504874171618046,0.018345937416540586
0.0311537409,0.9936623868033762,0.006337613196623848,0.9763868669027979,0.023613133097202144,0.9904935802050642,0.964580300354197,0.0,0.007386546530864522,9,9,5.750369906567035e-05,0.006278966807610238,0.006396026336039759,0.000370068468084461,0.023250844567491543,0.023972382480276208
0.0362021775,0.9903560467631062,0.00964395323689382,0.9727738402722617,0.02722615972773834,0.9855340701446593,0.9591607604083924,0.0,0.0026484311749861624,7,9,8.621253077132947e-05,0.009550777717825603,0.009724048276092901,0.0003485149577461179,0.026866162451338355,0.027575640470910233
0.0420687089,0.9850337668163288,0.014966233183671185,0.9685584643144155,0.0314415356855845,0.9775506502244934,0.9528376964716231,0.0,-0.0025768986501535133,6,9,0.0001286816633937512,0.014840636384926947,0.015099669982336708,0.00033459940485586664,0.031134773501985732,0.031765662615676836
0.0483293024,0.9765006402349936,0.02349935976500639,0.9633075737002575,0.03669242629974245,0.9647509603524904,0.9449613605503864,0.0,0.007917868446535388,6,9,0.00022006747206037753,0.0232872621671274,0.02373332701600025,0.00035948901759673413,0.03632600667674,0.037065079149349124
0.0547144504,0.9653411630132549,0.0346588369867451,0.9591884324081157,0.04081156759188431,0.9480117445198825,0.9387826486121735,0.0,-0.0033709554163363635,5,9,0.0003116040582750353,0.03435168333648319,0.034957326583760114,0.00034428091593419245,0.04049015207509842,0.04112721921539449
0.0635808794,0.942439137908942,0.05756086209105804,0.9523211711434549,0.047678828856545064,0.9136587068634129,0.9284817567151824,0.0,0.001678894989949793,5,9,0.0004977144512848973,0.05705914646940848,0.05804212656624546,0.0003232383696768776,0.04734177360658231,0.04802100517312328
0.0738841056,0.905100267615664,0.09489973238433602,0.9443177818901555,0.05568221810984453,0.857650401423496,0.9164766728352333,0.0,0.0019475189382242779,5,9,0.0008460966346575363,0.09406410572602569,0.09572584437607484,0.0002971127842435169,0.05539637352603615,0.05597639112023609
0.0858569606,0.8433450682332159,0.15665493176678413,0.9352815606471845,0.06471843935281552,0.7650176023498239,0.9029223409707766,0.0,0.0027377163788330724,4,9,0.0013748029089554624,0.1553627077797062,0.15811027041889733,0.00031883437577180147,0.06440356079596447,0.06502980788303521
0.0925524149,0.8105754685609119,0.1894245314390881,0.930917867357488,0.06908213264251195,0.715863202841368,0.896376801036232,0.0,-0.002042084361512578,4,9,0.0015299048128644603,0.1878635927880307,0.19089459009105417,0.0003085738331482759,0.06877804731221952,0.06939856997268097
0.1,0.762321602376784,0.23767839762321596,0.9243301340900318,0.07566986590996816,0.643482403565176,0.8864952011350479,0.0,0.003773766071956545,4,9,0.0018812040203290668,0.2356687123099795,0.23947585893857481,0.0003255574047361155,0.0753830392461696,0.07601623390650442
0.143844989,0.531476804685232,0.46852319531476805,0.8918016010819839,0.10819839891801608,0.29721520702784804,0.837702401622976,0.0,0.0016650546573062793,4,9,0.003736094635298303,0.4647900966854324,0.4722128379445383,0.00039259681453526724,0.10778357225549767,0.1085644362476891
0.206913808,0.424252805757472,0.5757471942425281,0.8424986682416801,0.15750133175831993,0.13637920863620798,0.7637480023625199,0.0,0.005418447710806801,4,9,0.004182293780117669,0.572317860943488,0.5805390661946093,0.0005427543501606727,0.1569391130972755,0.15801115575322175
0.335981829,0.49572800504271997,0.50427199495728,0.7407237359260961,0.2592762640739039,0.24359200756407998,0.611085603889144,0.0,0.007303776324532655,4,9,0.007556144492601227,0.4970736376959302,0.5125170508748293,0.0009063634742376312,0.258347560083191,0.2601345680653209
