p,lrb_fidelity,lrb_error_rate,rb_fidelity,rb_error_rate,lrb_f,rb_f,lrb_a,rb_a,lrb_n_points,rb_n_points
3.35981829e-05,0.9999999933333333,6.666666663157628e-09,0.9999987021578001,1.29784219993212e-06,0.99999999,0.9999980532367002,0.0,-18.120683653489294,9,9
0.000615848211,0.9999968426583963,3.1573416037211643e-06,0.9991226530642136,0.0008773469357864494,0.9999952639875944,0.9986839795963203,0.0,0.46736943573682654,9,9
0.0112883789,0.998269561717942,0.0017304382820579889,0.9915195935029413,0.008480406497058723,0.9974043425769129,0.9872793902544119,0.0,0.0020833887677151226,9,9
0.0206130785,0.9919652628273612,0.008034737172638806,0.9846128576410761,0.015387142358923911,0.9879478942410419,0.976919286461614,0.0,-0.0054151319915787385,9,9
0.0233572147,0.9893787242124255,0.010621275787574547,0.9820780923584379,0.017921907641562096,0.9840680863186381,0.9731171385376569,0.0,0.017746441457948185,9,9
0.0311537409,0.9767724337978846,0.023227566202115413,0.9763868604722626,0.02361313952773736,0.9651586506968267,0.9645802907083939,0.0,0.007386736305873726,9,9
0.0362021775,0.964883514035663,0.03511648596433703,0.9727738338778563,0.02722616612214368,0.9473252710534944,0.9591607508167846,0.0,0.0026485877512469874,9,9
0.0420687089,0.9468871410622569,0.05311285893774309,0.968558457962164,0.031441542037836,0.9203307115933855,0.952837686943246,0.0,-0.0025767706800938453,9,9
0.0483293024,0.9162655950080213,0.0837344049919787,0.9633075674005153,0.03669243259948474,0.874398392512032,0.9449613511007728,0.0,0.00791796558740088,9,9
0.0547144504,0.8848783956357652,0.1151216043642348,0.9591884261495647,0.04081157385043532,0.827317593453648,0.938782639224347,0.0,-0.003370874257619812,9,9
0.0635808794,0.848344529699776,0.15165547030022397,0.9523211649535765,0.04767883504642345,0.772516794549664,0.9284817474303648,0.0,0.0016789543811222543,9,9
0.0738841056,0.7836058643278827,0.2163941356721173,0.944317775780311,0.05568222421968905,0.675408796491824,0.9164766636704664,0.0,0.0019475652881404053,8,9
0.0858569606,0.7255439988224534,0.27445600117754665,0.9352815546277021,0.06471844537229787,0.5883159982336801,0.9029223319415531,0.0,0.0027377506183934963,8,9
0.0925524149,0.7001775993297814,0.2998224006702186,0.9309178613816428,0.06908213861835721,0.5502663989946721,0.896376792072464,0.0,-0.002042053486718541,8,9
0.1,0.6813450663730988,0.3186549336269012,0.9243301281800639,0.07566987181993612,0.522017599559648,0.886495192270096,0.0,0.0037737905110302697,8,9
0.143844989,0.5376746692465066,0.46232533075349336,0.8918015954973013,0.10819840450269869,0.30651200386975996,0.8377023932459519,0.0,0.001665063935187996,8,9
0.206913808,0.425834138149984,0.5741658618500161,0.8424986631500267,0.15750133684997325,0.138751207224976,0.76374799472504,0.0,0.005418450235117936,7,9
0.335981829,0.5034144032650453,0.4965855967349547,0.7407237318521919,0.25927626814780813,0.25512160489756797,0.611085597778288,0.0,0.00730377694238619,7,9
