p,lrb_fidelity,lrb_error_rate,rb_fidelity,rb_error_rate,lrb_f,rb_f,lrb_a,rb_a,lrb_n_points,rb_n_points,lrb_error_rate_std_boot,lrb_error_rate_ci_low,lrb_error_rate_ci_high,rb_error_rate_std_boot,rb_error_rate_ci_low,rb_error_rate_ci_high
3.35981829e-05,1.0,0.0,0.9999987330044521,1.2669955479216455e-06,1.0,0.9999980995066783,0.0,-18.586177585542423,9,9,1.8467083427860054e-08,0.0,3.333333298272123e-08,0.005942087695779165,1.0576537283490948e-06,0.009274614307253893
0.000615848211,0.9999933710333996,6.628966600419339e-06,0.9991226597221067,0.0008773402778933237,0.9999900565500994,0.9986839895831601,0.0,0.4673654419907468,9,9,1.566435703041652e-07,6.451374935489973e-06,6.777099932242514e-06,0.00162549291654577,6.212259702209622e-07,0.0030860642354060986
0.0112883789,0.997242530160908,0.002757469839091975,0.991519600084804,0.008480399915196002,0.995863795241362,0.9872794001272059,0.0,0.002082702516943801,9,9,1.0408709820866997e-05,0.0027479776621202844,0.0027683413056500683,0.0006966536021935337,0.007803798695295341,0.009129080335375886
0.0206130785,0.9820530375128028,0.017946962487197182,0.9846128641538714,0.015387135846128608,0.9730795562692044,0.9769192962308071,0.0,-0.005415467616652132,9,9,3.5297232525764435e-05,0.017912418487542436,0.01798353848683132,0.00044905165972842923,0.014977666516890031,0.01589440581438925
0.0233572147,0.973811200261888,0.026188799738111945,0.9820780988458857,0.017921901154114295,0.960716800392832,0.9731171482688284,0.0,0.017746171937722825,9,9,4.06933369069913e-05,0.026150414458495884,0.02623238325767621,0.000387600198167051,0.017504874171618046,0.018345937416540586
0.0311537409,0.945913821874195,0.05408617812580496,0.9763868669027979,0.023613133097202144,0.9188707328112927,0.964580300354197,0.0,0.007386546530864522,9,9,6.508698815355126e-05,0.05401845033981548,0.05415375145846246,0.000370068468084461,0.023250844567491543,0.023972382480276208
0.0362021775,0.9278170673884959,0.0721829326115041,0.9727738402722617,0.02722615972773834,0.8917256010827439,0.9591607604083924,0.0,0.0026484311749861624,9,9,8.796152500101699e-05,0.07209209527907917,0.07225821794408446,0.0003485149577461179,0.026866162451338355,0.027575640470910233
0.0420687089,0.903139734301936,0.09686026569806405,0.9685584643144155,0.0314415356855845,0.8547096014529039,0.9528376964716231,0.0,-0.0025768986501535133,9,9,0.00012850783989540876,0.09674365769923021,0.09699172169674944,0.00033459940485586664,0.031134773501985732,0.031765662615676836
0.0483293024,0.88140266785264,0.11859733214736001,0.9633075737002575,0.03669242629974245,0.8221040017789599,0.9449613605503864,0.0,0.007917868446535388,9,9,0.00017600607702730157,0.11842542814907923,0.11876443614568913,0.00035948901759673413,0.03632600667674,0.037065079149349124
0.0547144504,0.8628597347047359,0.13714026529526413,0.9591884324081157,0.04081156759188431,0.7942896020571039,0.9387826486121735,0.0,-0.0033709554163363635,9,9,0.00026195057816186544,0.136883390631166,0.13741117729255498,0.00034428091593419245,0.04049015207509842,0.04112721921539449
0.0635808794,0.8311674683549919,0.1688325316450081,0.9523211711434549,0.047678828856545064,0.746751202532488,0.9284817567151824,0.0,0.001678894989949793,9,9,0.00036553382726531075,0.16849111298175548,0.1691740996415922,0.0003232383696768776,0.04734177360658231,0.04802100517312328
0.0738841056,0.779372268872944,0.22062773112705603,0.9443177818901555,0.05568221810984453,0.669058403309416,0.9164766728352333,0.0,0.0019475189382242779,9,9,0.0005900772012676298,0.22010369913229622,0.2212571284540954,0.0002971127842435169,0.05539637352603615,0.05597639112023609
0.0858569606,0.72577066940896,0.27422933059104004,0.9352815606471845,0.06471843935281552,0.5886560041134399,0.9029223409707766,0.0,0.0027377163788330724,9,9,0.0008498516668979622,0.27326293060070406,0.27509516524904837,0.00031883437577180147,0.06440356079596447,0.06502980788303521
0.0925524149,0.7007722696589441,0.2992277303410559,0.930917867357488,0.06908213264251195,0.551158404488416,0.896376801036232,0.0,-0.002042084361512578,9,9,0.0009894069400540604,0.298173522351598,0.30014399699856,0.0003085738331482759,0.06877804731221952,0.06939856997268097
0.1,0.6817018698496481,0.3182981301503519,0.9243301340900318,0.07566986590996816,0.522552804774472,0.8864952011350479,0.0,0.003773766071956545,9,9,0.001171762640318057,0.3170941621623918,0.3194532021388013,0.0003255574047361155,0.0753830392461696,0.07601623390650442
0.143844989,0.537701871289648,0.46229812871035203,0.8918016010819839,0.10819839891801608,0.30655280693447196,0.837702401622976,0.0,0.0016650546573062793,9,9,0.0031840390585446275,0.45953247540467523,0.46593669934063286,0.00039259681453526724,0.10778357225549767,0.1085644362476891
0.206913808,0.42583467240832,0.57416532759168,0.8424986682416801,0.15750133175831993,0.13875200861248,0.7637480023625199,0.0,0.005418447710806801,9,9,0.004104553665216598,0.5702797809638689,0.5781161755521714,0.0005427543501606727,0.1569391130972755,0.15801115575322175
0.335981829,0.503422404965776,0.49657759503422405,0.7407237359260961,0.2592762640739039,0.255133607448664,0.611085603889144,0.0,0.007303776324532655,9,9,0.00838864889331177,0.4886383097802836,0.5050402296162644,0.0009063634742376312,0.258347560083191,0.2601345680653209
