p,lrb_fidelity,lrb_error_rate,rb_fidelity,rb_error_rate,lrb_f,rb_f,lrb_a,rb_a,lrb_n_points,rb_n_points
3.35981829e-05,0.9999999933333333,6.666666663157628e-09,0.9999987021578001,1.29784219993212e-06,0.99999999,0.9999980532367002,0.0,-18.120683653489294,9,9
0.000615848211,0.999998944500021,1.0554999789746944e-06,0.9991226530642136,0.0008773469357864494,0.9999984167500314,0.9986839795963203,0.0,0.46736943573682654,9,9
0.0112883789,0.9995031231187707,0.0004968768812293467,0.9915195935029413,0.008480406497058723,0.999254684678156,0.9872793902544119,0.0,0.0020833887677151226,9,9
0.0206130785,0.9979063453352063,0.0020936546647937204,0.9846128576410761,0.015387142358923911,0.9968595180028095,0.976919286461614,0.0,-0.0054151319915787385,9,9
0.0233572147,0.9970737425918582,0.002926257408141786,0.9820780923584379,0.017921907641562096,0.9956106138877875,0.9731171385376569,0.0,0.017746441457948185,9,9
0.0311537409,0.9936623802000856,0.006337619799914429,0.9763868604722626,0.02361313952773736,0.9904935703001283,0.9645802907083939,0.0,0.007386736305873726,9,9
0.0362021775,0.9903560401928789,0.009643959807121072,0.9727738338778563,0.02722616612214368,0.9855340602893184,0.9591607508167846,0.0,0.0026485877512469874,7,9
0.0420687089,0.9850337602993248,0.014966239700675232,0.968558457962164,0.031441542037836,0.9775506404489871,0.952837686943246,0.0,-0.0025767706800938453,6,9
0.0483293024,0.9765006338033205,0.023499366196679472,0.9633075674005153,0.03669243259948474,0.9647509507049807,0.9449613511007728,0.0,0.00791796558740088,6,9
0.0547144504,0.9653411566931767,0.03465884330682334,0.9591884261495647,0.04081157385043532,0.948011735039765,0.938782639224347,0.0,-0.003370874257619812,5,9
0.0635808794,0.942439131817884,0.05756086818211603,0.9523211649535765,0.04767883504642345,0.9136586977268258,0.9284817474303648,0.0,0.0016789543811222543,5,9
0.0738841056,0.9051002618979948,0.09489973810200525,0.944317775780311,0.05568222421968905,0.8576503928469921,0.9164766636704664,0.0,0.0019475652881404053,5,9
0.0858569606,0.8433450631330986,0.15665493686690135,0.9352815546277021,0.06471844537229787,0.7650175946996479,0.9029223319415531,0.0,0.0027377506183934963,4,9
0.0925524149,0.8105754637884907,0.18942453621150934,0.9309178613816428,0.06908213861835721,0.7158631956827358,0.896376792072464,0.0,-0.002042053486718541,4,9
0.1,0.7623215980869013,0.23767840191309875,0.9243301281800639,0.07566987181993612,0.6434823971303519,0.886495192270096,0.0,0.0037737905110302697,4,9
0.143844989,0.5314768027037973,0.46852319729620273,0.8918015954973013,0.10819840450269869,0.29721520405569596,0.8377023932459519,0.0,0.001665063935187996,4,9
0.206913808,0.4242528048482774,0.5757471951517226,0.8424986631500267,0.15750133684997325,0.136379207272416,0.76374799472504,0.0,0.005418450235117936,4,9
0.335981829,0.49572800341877327,0.5042719965812268,0.7407237318521919,0.25927626814780813,0.24359200512815996,0.611085597778288,0.0,0.00730377694238619,4,9
