p,lrb_fidelity,lrb_error_rate,rb_fidelity,rb_error_rate,lrb_f,rb_f,lrb_a,rb_a,lrb_n_points,rb_n_points,lrb_error_rate_std_boot,lrb_error_rate_ci_low,lrb_error_rate_ci_high,rb_error_rate_std_boot,rb_error_rate_ci_low,rb_error_rate_ci_high
3.35981829e-05,0.9999962536950374,3.746304962581881e-06,0.9999988901037392,1.1098962607869467e-06,0.9999943805425562,0.9999983351556087,0.0,-20.03901506615968,9,9,5.95061818267555e-08,3.6756199631726716e-06,3.7816474621754637e-06,0.006491139122058186,8.790718832196731e-07,0.010523990081426689
0.000615848211,0.9999218451907815,7.815480921846696e-05,0.9980582639327507,0.0019417360672493444,0.9998827677861724,0.9970873958991261,0.0,0.7584631924666686,9,9,5.190256365670572e-07,7.7629272557167e-05,7.868034587987793e-05,0.0019261139282317607,9.270207321243614e-07,0.0041173842468261255
0.0112883789,0.99423465870432,0.00576534129567996,0.9923692374096409,0.007630762590359108,0.9913519880564801,0.9885538561144613,0.0,-0.09257928366602006,9,9,1.2859597056186185e-05,0.005753136492468669,0.005778275942217248,0.000596417279267748,0.007055125194515331,0.008191847918081568
0.0206130785,0.9800261068664056,0.019973893133594434,0.984021525493118,0.015978474506881946,0.9700391602996083,0.9760322882396771,0.0,0.024795369238893684,9,9,3.09375153420182e-05,0.019940904333924397,0.02000509313328236,0.0004684575056434159,0.01555499280445014,0.016483069435169317
0.0233572147,0.9745476482545236,0.025452351745476443,0.9818539015147943,0.018146098485205653,0.9618214723817853,0.9727808522721915,0.0,0.026542937209862293,9,9,3.8356891442448786e-05,0.025416655745833516,0.02549264038507363,0.00039689007131419864,0.017717933902820657,0.018573038747603063
0.0311537409,0.9537938484620615,0.0462061515379385,0.9766784802332151,0.02332151976678487,0.9306907726930922,0.9650177203498227,0.0,-0.002634168920723059,9,9,5.665639847916121e-05,0.046148644765180345,0.04626536353734634,0.00033228057613728844,0.02298092083685738,0.02364401987022656
0.0362021775,0.9384313139490201,0.06156868605097987,0.9725358322746417,0.027464167725358313,0.9076469709235303,0.9588037484119625,0.0,0.006137184272943335,9,9,7.819296871055623e-05,0.061486939545130605,0.06163745218362541,0.00037021150490796766,0.027076170609238316,0.027827578388390894
0.0420687089,0.920919467457472,0.079080532542528,0.968728592312714,0.03127140768728598,0.8813792011862079,0.953092888469071,0.0,-0.004257249036633555,9,9,9.658086719574856e-05,0.07899138054341952,0.07917599920824003,0.0003595094753623641,0.030937268063960688,0.03161945275047216
0.0483293024,0.900649067660176,0.09935093233982395,0.9640042456932908,0.035995754306709205,0.8509736014902639,0.9460063685399362,0.0,-0.0044922598836653685,9,9,0.00012660449760100976,0.09922284700777154,0.09948115100518848,0.00032955057852936196,0.035653342310133174,0.036329467476705284
0.0547144504,0.877288534560448,0.12271146543955203,0.9590220670764461,0.040977932923553895,0.815932801840672,0.938533100614669,0.0,-0.0007573903713537637,9,9,0.00015513477792874052,0.12256162010771719,0.12287359877126403,0.0003411414461333267,0.04064213548691201,0.04130275926697241
0.0635808794,0.8515568014844318,0.1484431985155682,0.9523449524765505,0.04765504752344951,0.7773352022266479,0.9285174287148257,0.0,0.0012660446883878509,9,9,0.0002002755915395217,0.14823993451760073,0.14863846251361545,0.0002897473355532185,0.0473427585665724,0.04794457296055417
0.0738841056,0.81734133515992,0.18265866484007998,0.9444665392220012,0.05553346077799881,0.72601200273988,0.916699808833002,0.0,0.0014405293747362985,9,9,0.0002890129264707992,0.1823787715095456,0.18295795017042055,0.00029262265841322306,0.055250793367492196,0.05582706077506272
0.0858569606,0.7840090688265761,0.21599093117342394,0.9352237739810955,0.06477622601890454,0.6760136032398639,0.9028356609716434,0.0,0.002408462962897997,9,9,0.00036187079788702547,0.21565697917676366,0.21635684050309825,0.0003171414616729569,0.06446457535535421,0.06508984788243491
0.0925524149,0.7654293356790399,0.23457066432096008,0.930417067362496,0.06958293263750404,0.64814400351856,0.8956256010437439,0.0,0.0017942105483525733,9,9,0.0004060929960126031,0.23414928832517376,0.23497544298357897,0.0003095778019579663,0.06927522064058111,0.06990790330092106
0.1,0.7334053359992799,0.26659466400072007,0.926325867403408,0.07367413259659195,0.60010800399892,0.889488801105112,0.0,-0.005041362371325375,9,9,0.0004651975949676483,0.2661518266718151,0.2670896613291035,0.0002786203548514237,0.07342690059906437,0.0739536419271303
0.143844989,0.6196538704701279,0.3803461295298721,0.8914800010852,0.10851999891480002,0.42948080570519187,0.8372200016277999,0.0,0.0013671389009275725,9,9,0.0009282575964562911,0.3793944282060557,0.3811897135214362,0.00038976121310263767,0.10812437225208966,0.10892059624412742
0.206913808,0.48615840513841596,0.513841594861584,0.843198934901344,0.156801065098656,0.22923760770762397,0.764798402352016,0.0,0.006299108681719824,9,9,0.001125963443761258,0.5126074402072589,0.5147878561854549,0.00046814794526095016,0.15630794510358714,0.15725098509415675
0.335981829,0.414630405853696,0.585369594146304,0.7408176025918239,0.25918239740817606,0.12194560878054396,0.611226403887736,0.0,0.007658873457999994,9,9,0.005350664488016467,0.5803412421965876,0.5906608580933913,0.0010033983401575386,0.25813744808529215,0.26015933606507335
