p,lrb_fidelity,lrb_error_rate,rb_fidelity,rb_error_rate,lrb_f,rb_f,lrb_a,rb_a,lrb_n_points,rb_n_points,lrb_error_rate_std_boot,lrb_error_rate_ci_low,lrb_error_rate_ci_high,rb_error_rate_std_boot,rb_error_rate_ci_low,rb_error_rate_ci_high
3.35981829e-05,0.9999961830100382,3.816989961769046e-06,0.9999988901037392,1.1098962607869467e-06,0.9999942745150573,0.9999983351556087,0.0,-20.03901506615968,9,9,5.667742419645539e-08,3.746304962581881e-06,3.870589961318949e-06,0.006491139122058186,8.790718832196731e-07,0.010523990081426689
0.000615848211,0.9999151206258489,8.487937415113667e-05,0.9980582639327507,0.0019417360672493444,0.9998726809387732,0.9970873958991261,0.0,0.7584631924666686,9,9,5.186008049781722e-07,8.434649915656234e-05,8.534830414649974e-05,0.0019261139282317607,9.270207321243614e-07,0.0041173842468261255
0.0112883789,0.9918795520812046,0.008120447918795404,0.9923692374096409,0.007630762590359108,0.9878193281218068,0.9885538561144613,0.0,-0.09257928366602006,9,9,1.4420707752296423e-05,0.008104869465618041,0.008132693252006384,0.000596417279267748,0.007055125194515331,0.008191847918081568
0.0206130785,0.9714274562857254,0.028572543714274645,0.984021525493118,0.015978474506881946,0.957141184428588,0.9760322882396771,0.0,0.024795369238893684,9,9,3.2489995089880775e-05,0.028544325047890062,0.028608007713919914,0.0004684575056434159,0.01555499280445014,0.016483069435169317
0.0233572147,0.9618152803818472,0.03818471961815284,0.9818539015147943,0.018146098485205653,0.9427229205727707,0.9727808522721915,0.0,0.026542937209862293,9,9,3.594922401032873e-05,0.03814932495183998,0.03821789961782096,0.00039689007131419864,0.017717933902820657,0.018573038747603063
0.0311537409,0.9359696753069698,0.06403032469303016,0.9766784802332151,0.02332151976678487,0.9039545129604548,0.9650177203498227,0.0,-0.002634168920723059,9,9,5.1708447171210597e-05,0.06397901973354324,0.06408415935915845,0.00033228057613728844,0.02298092083685738,0.02364401987022656
0.0362021775,0.9181205341521279,0.08187946584787209,0.9725358322746417,0.027464167725358313,0.877180801228192,0.9588037484119625,0.0,0.006137184272943335,9,9,6.488531495424594e-05,0.08181316184853508,0.08193687384729806,0.00037021150490796766,0.027076170609238316,0.027827578388390894
0.0420687089,0.903409600965904,0.09659039903409605,0.968728592312714,0.03127140768728598,0.8551144014488559,0.953092888469071,0.0,-0.004257249036633555,9,9,8.079785859915626e-05,0.09650009503499907,0.09665235103347664,0.0003595094753623641,0.030937268063960688,0.03161945275047216
0.0483293024,0.8819877345134559,0.11801226548654409,0.9640042456932908,0.035995754306709205,0.8229816017701839,0.9460063685399362,0.0,-0.0044922598836653685,9,9,0.00010208924243323347,0.11790871348757963,0.1181099508189006,0.00032955057852936196,0.035653342310133174,0.036329467476705284
0.0547144504,0.8638688013613119,0.13613119863868806,0.9590220670764461,0.040977932923553895,0.7958032020419679,0.938533100614669,0.0,-0.0007573903713537637,9,9,0.00013383333969097948,0.13600027597333064,0.13626035063739658,0.0003411414461333267,0.04064213548691201,0.04130275926697241
0.0635808794,0.8444848015551519,0.15551519844484807,0.9523449524765505,0.04765504752344951,0.7667272023327278,0.9285174287148257,0.0,0.0012660446883878509,9,9,0.00018140035788071548,0.1553353797799795,0.15570122510965448,0.0002897473355532185,0.0473427585665724,0.04794457296055417
0.0738841056,0.8122144018778559,0.18778559812214413,0.9444665392220012,0.05553346077799881,0.7183216028167838,0.916699808833002,0.0,0.0014405293747362985,9,9,0.0002635306656281176,0.18754613145787202,0.1880748354525849,0.00029262265841322306,0.055250793367492196,0.05582706077506272
0.0858569606,0.783737602162624,0.216262397837376,0.9352237739810955,0.06477622601890454,0.675606403243936,0.9028356609716434,0.0,0.002408462962897997,9,9,0.0003637024246615546,0.21588311250783557,0.21658282450083846,0.0003171414616729569,0.06446457535535421,0.06508984788243491
0.0925524149,0.7655237356780958,0.23447626432190416,0.930417067362496,0.06958293263750404,0.6482856035171439,0.8956256010437439,0.0,0.0017942105483525733,9,9,0.00040750676990293315,0.23403720299296127,0.23487963498453696,0.0003095778019579663,0.06927522064058111,0.06990790330092106
0.1,0.7335072026649279,0.26649279733507214,0.926325867403408,0.07367413259659195,0.6002608039973919,0.889488801105112,0.0,-0.005041362371325375,9,9,0.0004664098159867282,0.26604631200620354,0.26698630133013707,0.0002786203548514237,0.07342690059906437,0.0739536419271303
0.143844989,0.619663470470032,0.380336529529968,0.8914800010852,0.10851999891480002,0.42949520570504796,0.8372200016277999,0.0,0.0013671389009275725,9,9,0.0009070180785598652,0.3794165508725012,0.3811476228551905,0.00038976121310263767,0.10812437225208966,0.10892059624412742
0.206913808,0.48615840513841596,0.513841594861584,0.843198934901344,0.156801065098656,0.22923760770762397,0.764798402352016,0.0,0.006299108681719824,9,9,0.0011024522704923896,0.5128049015386176,0.5149674401836588,0.00046814794526095016,0.15630794510358714,0.15725098509415675
0.335981829,0.414630405853696,0.585369594146304,0.7408176025918239,0.25918239740817606,0.12194560878054396,0.611226403887736,0.0,0.007658873457999994,9,9,0.0053325881710963715,0.5800177861998221,0.5909190767574759,0.0010033983401575386,0.25813744808529215,0.26015933606507335
