p,lambda,lrb_lambda,rb_p,p_raw,lrb_fidelity,lrb_error_rate,rb_fidelity,rb_error_rate,lrb_f,rb_f,lrb_a,rb_a,lrb_n_points,rb_n_points,lrb_error_rate_std_boot,lrb_error_rate_ci_low,lrb_error_rate_ci_high,rb_error_rate_std_boot,rb_error_rate_ci_low,rb_error_rate_ci_high
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,9,9,1.3225179114427734e-08,0.0,3.333333298272123e-08,0.261035429046315,6.66598555283837e-06,0.6666665916666674
0.0005,0.0005,0.0005,0.0005,0.0001,0.9999972128000278,2.787199972154042e-06,0.9996154774915201,0.0003845225084798676,0.9999958192000418,0.9994232162372804,0.0,0.0,9,9,1.8564472494982534e-07,2.612999973838903e-06,3.0106449698807936e-06,0.0016377417390153652,4.785440521888339e-06,0.0033301477946985937
0.001,0.001,0.001,0.001,0.0002,0.9999859882601401,1.4011739859931538e-05,0.9992378216876219,0.0007621783123781256,0.9999789823902102,0.9988567325314327,0.0,0.0,9,9,3.118745456343775e-07,1.3708799862954812e-05,1.4316719856743987e-05,0.0005866886226346336,3.4505004314899774e-06,0.000482214256471294
0.0025,0.0025,0.0025,0.0025,0.0005,0.9999065834609343,9.34165390656938e-05,0.9981082196189179,0.0018917803810820644,0.9998598751914013,0.9971623294283768,0.0,0.0,9,9,8.576423243586826e-07,9.246920574190742e-05,9.418793905802136e-05,0.001484954986083185,0.0003829364149586345,0.003688768498445616
0.005,0.005,0.005,0.005,0.001,0.9996232828825672,0.0003767171174328121,0.9961231772387683,0.003876822761231691,0.9994349243238507,0.9941847658581524,0.0,0.0,9,9,2.5087132239357508e-06,0.0003740841012090934,0.0003791041498590886,0.000995381162260904,4.81381627070121e-06,0.0020966159022338584
0.01,0.01,0.01,0.01,0.002,0.99839267633274,0.0016073236672600189,0.9922621974107114,0.007737802589288578,0.9975890144991099,0.988393296116067,0.0,0.0,9,9,7.916136207418196e-06,0.0016000659839994213,0.0016154252671790603,0.001371250853409402,0.0025358219906417867,0.005347931879320687
0.025,0.025,0.025,0.025,0.005,0.9834703334986298,0.01652966650137022,0.9814065495192678,0.018593450480732243,0.9752055002479448,0.9721098242789018,0.0,0.0,9,9,5.338460927986394e-05,0.016475114715248814,0.01658571983414294,0.001269454526192634,0.018007841206588337,0.020583460380832027
0.0375,0.0375,0.0375,0.0375,0.0075,0.940101867265648,0.05989813273435196,0.9722833576104998,0.027716642389500223,0.910152800898472,0.9584250364157496,0.0,0.0,9,9,0.00010026942715126028,0.05980013540199869,0.06000410713329222,0.00133318648259931,0.026856046451439453,0.029259939547400714
0.05,0.05,0.05,0.05,0.01,0.8958128010418719,0.10418719895812811,0.9622880910437858,0.037711908956214235,0.8437192015628079,0.9434321365656786,0.0,0.0,9,9,0.00019934995396695844,0.10400400962662668,0.10441314028920201,0.001249015109978936,0.03367831976988352,0.0360911603857551
0.0625,0.0625,0.0625,0.0625,0.0125,0.8560037347732958,0.14399626522670417,0.9545611524543883,0.04543884754561167,0.7840056021599439,0.9318417286815827,0.0,0.0,9,9,0.0003335289523180168,0.14367637189656962,0.14430984389023496,0.0011969782734138382,0.045621819383781806,0.0479966958400331
0.075,0.075,0.075,0.075,0.015,0.813861868528048,0.18613813147195202,0.9458287845417122,0.05417121545828785,0.720792802792072,0.9187431768125683,0.0,0.0,9,9,0.0005684886665302617,0.18548951281177153,0.1866310168003565,0.0012414175156680856,0.05375750100909166,0.05627186967728127
0.1,0.1,0.1,0.1,0.02,0.71370933619624,0.28629066380376,0.9288928007110719,0.07110719928892806,0.5705640042943599,0.8933392010666079,0.0,0.0,9,9,0.0013931853645219607,0.2850068238165985,0.2878037517886292,0.0012086280874651727,0.0711290872887091,0.07350530059828037
0.15,0.15,0.15,0.15,0.03,0.5957722707089439,0.4042277292910561,0.8956762677099039,0.10432373229009606,0.3936584060634159,0.8435144015648559,0.0,0.0,9,9,0.0031692364615316807,0.40096560665701064,0.40722450792775494,0.0013097877721569503,0.1038467829615322,0.10646798826865359
0.2,0.2,0.2,0.2,0.04,0.479094938542384,0.5209050614576161,0.867011201329888,0.13298879867011204,0.21864240781357597,0.8005168019948319,0.0,0.0,9,9,0.00777034820644783,0.5139427148605729,0.5291228747087712,0.0015382966235272415,0.13590188664098113,0.1388033479453
0.25,0.25,0.25,0.25,0.05,0.459446938738864,0.540553061261136,0.8446202682204641,0.1553797317795359,0.18917040810829597,0.7669304023306961,0.0,0.0,9,9,0.005540572822522928,0.5350133066498669,0.5459993118733402,0.0016519063448638032,0.16795214765381192,0.171146131621872
