p,lambda,lrb_lambda,rb_p,p_raw,lrb_fidelity,lrb_error_rate,rb_fidelity,rb_error_rate,lrb_f,rb_f,lrb_a,rb_a,lrb_n_points,rb_n_points,lrb_error_rate_std_boot,lrb_error_rate_ci_low,lrb_error_rate_ci_high,rb_error_rate_std_boot,rb_error_rate_ci_low,rb_error_rate_ci_high
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,9,9,1.3280456133173675e-08,0.0,3.333333298272123e-08,0.261035429046315,6.66598555283837e-06,0.6666665916666674
0.0005,0.0005,0.0005,0.0005,0.0001,0.9999979642050203,2.0357949797045194e-06,0.9996154774915201,0.0003845225084798676,0.9999969463075306,0.9994232162372804,0.0,0.0,9,9,1.9037123484474258e-07,1.8287649817816387e-06,2.2190399778798664e-06,0.0016377417390153652,4.785440521888339e-06,0.0033301477946985937
0.001,0.001,0.001,0.001,0.0002,0.9999894881526051,1.0511847394867324e-05,0.9992378216876219,0.0007621783123781256,0.9999842322289076,0.9988567325314327,0.0,0.0,9,9,3.1909521964346135e-07,1.0187757898152405e-05,1.0832079891720525e-05,0.0005866886226346336,3.4505004314899774e-06,0.000482214256471294
0.0025,0.0025,0.0025,0.0025,0.0005,0.9999283607512165,7.163924878350603e-05,0.9981082196189179,0.0018917803810820644,0.9998925411268246,0.9971623294283768,0.0,0.0,9,9,6.516042512076917e-07,7.098375542347046e-05,7.226126064407978e-05,0.001484954986083185,0.0003829364149586345,0.003688768498445616
0.005,0.005,0.005,0.005,0.001,0.9996904776910952,0.00030952230890479715,0.9961231772387683,0.003876822761231691,0.9995357165366429,0.9941847658581524,0.0,0.0,9,9,2.049161702566868e-06,0.0003076066985240322,0.00031160875588387427,0.000995381162260904,4.81381627070121e-06,0.0020966159022338584
0.01,0.01,0.01,0.01,0.002,0.9986369536136305,0.0013630463863695264,0.9922621974107114,0.007737802589288578,0.9979554304204457,0.988393296116067,0.0,0.0,9,9,7.411855482557686e-06,0.0013555391864447097,0.0013705796982940877,0.001371250853409402,0.0025358219906417867,0.005347931879320687
0.025,0.025,0.025,0.025,0.005,0.9876570401234295,0.012342959876570525,0.9814065495192678,0.018593450480732243,0.9814855601851443,0.9721098242789018,0.0,0.0,9,9,5.354605118527351e-05,0.012288923877110669,0.012398626436013723,0.001269454526192634,0.018007841206588337,0.020583460380832027
0.0375,0.0375,0.0375,0.0375,0.0075,0.9602279310643874,0.03977206893561258,0.9722833576104998,0.027716642389500223,0.940341896596581,0.9584250364157496,0.0,0.0,9,9,0.00012555211271977437,0.03964872227017946,0.03989980120100201,0.00133318648259931,0.026856046451439453,0.029259939547400714
0.05,0.05,0.05,0.05,0.01,0.91414933419184,0.08585066580816003,0.9622880910437858,0.037711908956214235,0.8712240012877599,0.9434321365656786,0.0,0.0,9,9,0.00023157550584437437,0.08561292714387071,0.08606559913934408,0.001249015109978936,0.03367831976988352,0.0360911603857551
0.0625,0.0625,0.0625,0.0625,0.0125,0.8599221347341119,0.14007786526588806,0.9545611524543883,0.04543884754561167,0.7898832021011679,0.9318417286815827,0.0,0.0,9,9,0.00035544216018870386,0.13966704926999618,0.14042728392906062,0.0011969782734138382,0.045621819383781806,0.0479966958400331
0.075,0.075,0.075,0.075,0.015,0.814210135191232,0.18578986480876802,0.9458287845417122,0.05417121545828785,0.7213152027868478,0.9187431768125683,0.0,0.0,9,9,0.0006123705869799743,0.18517648881490184,0.18642736880239302,0.0012414175156680856,0.05375750100909166,0.05627186967728127
0.1,0.1,0.1,0.1,0.02,0.713311469533552,0.28668853046644804,0.9288928007110719,0.07110719928892806,0.5699672043003279,0.8933392010666079,0.0,0.0,9,9,0.0013218165149541875,0.2852391224809421,0.2879660344536729,0.0012086280874651727,0.0711290872887091,0.07350530059828037
0.15,0.15,0.15,0.15,0.03,0.5957680040423199,0.4042319959576801,0.8956762677099039,0.10432373229009606,0.3936520060634799,0.8435144015648559,0.0,0.0,9,9,0.0031850721679204897,0.4013650946530157,0.4076518785901479,0.0013097877721569503,0.1038467829615322,0.10646798826865359
0.2,0.2,0.2,0.2,0.04,0.479094938542384,0.5209050614576161,0.867011201329888,0.13298879867011204,0.21864240781357597,0.8005168019948319,0.0,0.0,9,9,0.007931676197900788,0.5141138935255277,0.529140794708592,0.0015382966235272415,0.13590188664098113,0.1388033479453
0.25,0.25,0.25,0.25,0.05,0.459446938738864,0.540553061261136,0.8446202682204641,0.1553797317795359,0.18917040810829597,0.7669304023306961,0.0,0.0,9,9,0.005665300688315717,0.5352180426478196,0.5462713332039533,0.0016519063448638032,0.16795214765381192,0.171146131621872
