p,lambda,lrb_lambda,rb_p,p_raw,lrb_fidelity,lrb_error_rate,rb_fidelity,rb_error_rate,lrb_f,rb_f,lrb_a,rb_a,lrb_n_points,rb_n_points,lrb_error_rate_std_boot,lrb_error_rate_ci_low,lrb_error_rate_ci_high,rb_error_rate_std_boot,rb_error_rate_ci_low,rb_error_rate_ci_high
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,9,9,1.1836298863159275e-08,0.0,0.0,0.261035429046315,6.66598555283837e-06,0.6666665916666674
0.0005,0.0005,0.0005,0.0005,0.0001,0.9999996650000034,3.349999966317796e-07,0.9996154774915201,0.0003845225084798676,0.999999497500005,0.9994232162372804,0.0,0.0,9,9,1.7712597601712795e-07,1.3333333193088492e-07,5.386666611650881e-07,0.0016377417390153652,4.785440521888339e-06,0.0033301477946985937
0.001,0.001,0.001,0.001,0.0002,0.999996289037537,3.7109624629882987e-06,0.9992378216876219,0.0007621783123781256,0.9999944335563057,0.9988567325314327,0.0,0.0,9,9,2.762798188402474e-07,3.447149965474239e-06,3.977119960141273e-06,0.0005866886226346336,3.4505004314899774e-06,0.000482214256471294
0.0025,0.0025,0.0025,0.0025,0.0005,0.9999761697643508,2.3830235649224818e-05,0.9981082196189179,0.0018917803810820644,0.9999642546465262,0.9971623294283768,0.0,0.0,9,9,5.176881370491848e-07,2.3321638620803496e-05,2.4347584016535252e-05,0.001484954986083185,0.0003829364149586345,0.003688768498445616
0.005,0.005,0.005,0.005,0.001,0.9998944125960559,0.00010558740394406296,0.9961231772387683,0.003876822761231691,0.9998416188940839,0.9941847658581524,0.0,0.0,9,9,1.134257793296588e-06,0.00010457138895425544,0.00010675093226575338,0.000995381162260904,4.81381627070121e-06,0.0020966159022338584
0.01,0.01,0.01,0.01,0.002,0.9995118779368811,0.00048812206311887874,0.9922621974107114,0.007737802589288578,0.9992678169053218,0.988393296116067,0.0,0.0,9,9,4.055554671805783e-06,0.00048416557915820224,0.0004921234119538154,0.001371250853409402,0.0025358219906417867,0.005347931879320687
0.025,0.025,0.025,0.025,0.005,0.9958312535016874,0.004168746498312559,0.9814065495192678,0.018593450480732243,0.9937468802525312,0.9721098242789018,0.0,0.0,9,9,3.9695139023118665e-05,0.004130590772560878,0.004210258806297449,0.001269454526192634,0.018007841206588337,0.020583460380832027
0.0375,0.0375,0.0375,0.0375,0.0075,0.988182633451507,0.011817366548492969,0.9722833576104998,0.027716642389500223,0.9822739501772605,0.9584250364157496,0.0,0.0,7,9,0.00011872571426566404,0.0116918828164146,0.011927754547389147,0.00133318648259931,0.026856046451439453,0.029259939547400714
0.05,0.05,0.05,0.05,0.01,0.9726952562730474,0.027304743726952574,0.9622880910437858,0.037711908956214235,0.9590428844095711,0.9434321365656786,0.0,0.0,6,9,0.00028598378850277123,0.027013601276530647,0.027601102923988968,0.001249015109978936,0.03367831976988352,0.0360911603857551
0.0625,0.0625,0.0625,0.0625,0.0125,0.9438912858944205,0.056108714105579494,0.9545611524543883,0.04543884754561167,0.9158369288416307,0.9318417286815827,0.0,0.0,5,9,0.0006247665285262963,0.05550165411165009,0.05670825169958407,0.0011969782734138382,0.045621819383781806,0.0479966958400331
0.075,0.075,0.075,0.075,0.015,0.8947898677187679,0.1052101322812321,0.9458287845417122,0.05417121545828785,0.842184801578152,0.9187431768125683,0.0,0.0,5,9,0.0010348438204911474,0.10414331629190014,0.1062017909379821,0.0012414175156680856,0.05375750100909166,0.05627186967728127
0.1,0.1,0.1,0.1,0.02,0.7533882691327841,0.24661173086721588,0.9288928007110719,0.07110719928892806,0.6300824036991761,0.8933392010666079,0.0,0.0,4,9,0.0018356765375870743,0.24493680821729866,0.2483477735165223,0.0012086280874651727,0.0711290872887091,0.07350530059828037
0.15,0.15,0.15,0.15,0.03,0.5904869374284639,0.4095130625715361,0.8956762677099039,0.10432373229009606,0.38573040614269594,0.8435144015648559,0.0,0.0,4,9,0.003142374869695683,0.4065522092678113,0.41292362253743037,0.0013097877721569503,0.1038467829615322,0.10646798826865359
0.2,0.2,0.2,0.2,0.04,0.478041071886256,0.521958928113744,0.867011201329888,0.13298879867011204,0.21706160782938397,0.8005168019948319,0.0,0.0,4,9,0.007827718587970012,0.5145974135206924,0.530457253362094,0.0015382966235272415,0.13590188664098113,0.1388033479453
0.25,0.25,0.25,0.25,0.05,0.4590064054099359,0.5409935945900641,0.8446202682204641,0.1553797317795359,0.18850960811490394,0.7669304023306961,0.0,0.0,4,9,0.00575007862910918,0.5350956746490433,0.5469625545303745,0.0016519063448638032,0.16795214765381192,0.171146131621872
