p,lambda,lrb_lambda,rb_p,p_raw,lrb_fidelity,lrb_error_rate,rb_fidelity,rb_error_rate,lrb_f,rb_f,lrb_a,rb_a,lrb_n_points,rb_n_points,lrb_error_rate_std_boot,lrb_error_rate_ci_low,lrb_error_rate_ci_high,rb_error_rate_std_boot,rb_error_rate_ci_low,rb_error_rate_ci_high
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,9,9,1.28258463482439e-08,0.0,0.0,0.261035429046315,6.66598555283837e-06,0.6666665916666674
0.0005,0.0005,0.0005,0.0005,0.0001,0.9999998666666681,1.3333333193088492e-07,0.9996154774915201,0.0003845225084798676,0.999999800000002,0.9994232162372804,0.0,0.0,9,9,1.5522591617181135e-07,0.0,3.349999966317796e-07,0.0016377417390153652,4.785440521888339e-06,0.0033301477946985937
0.001,0.001,0.001,0.001,0.0002,0.9999970593700294,2.9406299706380423e-06,0.9992378216876219,0.0007621783123781256,0.9999955890550442,0.9988567325314327,0.0,0.0,9,9,2.955202618583317e-07,2.612999973838903e-06,3.2360999675518087e-06,0.0005866886226346336,3.4505004314899774e-06,0.000482214256471294
0.0025,0.0025,0.0025,0.0025,0.0005,0.9999813321050867,1.8667894913337868e-05,0.9981082196189179,0.0018917803810820644,0.99997199815763,0.9971623294283768,0.0,0.0,9,9,5.185963508019712e-07,1.8200076630559003e-05,1.9212383807865052e-05,0.001484954986083185,0.0003829364149586345,0.003688768498445616
0.005,0.005,0.005,0.005,0.001,0.9999155773758442,8.442262415575552e-05,0.9961231772387683,0.003876822761231691,0.9998733660637664,0.9941847658581524,0.0,0.0,9,9,1.0502552834953993e-06,8.335687416638482e-05,8.54244291457107e-05,0.000995381162260904,4.81381627070121e-06,0.0020966159022338584
0.01,0.01,0.01,0.01,0.002,0.9996300488506996,0.00036995114930038486,0.9922621974107114,0.007737802589288578,0.9994450732760493,0.988393296116067,0.0,0.0,9,9,3.755522359321902e-06,0.00036624985654543974,0.0003736515090134729,0.001371250853409402,0.0025358219906417867,0.005347931879320687
0.025,0.025,0.025,0.025,0.005,0.996925593310744,0.0030744066892559596,0.9814065495192678,0.018593450480732243,0.9953883899661161,0.9721098242789018,0.0,0.0,9,9,3.597209288352247e-05,0.0030359395429740976,0.003108098519985716,0.001269454526192634,0.018007841206588337,0.020583460380832027
0.0375,0.0375,0.0375,0.0375,0.0075,0.99167500008325,0.008324999916749953,0.9722833576104998,0.027716642389500223,0.987512500124875,0.9584250364157496,0.0,0.0,7,9,9.6761495055703e-05,0.008234399917656066,0.008422991915769989,0.00133318648259931,0.026856046451439453,0.029259939547400714
0.05,0.05,0.05,0.05,0.01,0.9815101201848989,0.018489879815101085,0.9622880910437858,0.037711908956214235,0.9722651802773482,0.9434321365656786,0.0,0.0,5,9,0.0002351758465094194,0.018249445417505554,0.018712398319542564,0.001249015109978936,0.03367831976988352,0.0360911603857551
0.0625,0.0625,0.0625,0.0625,0.0125,0.964205437691279,0.03579456230872102,0.9545611524543883,0.04543884754561167,0.9463081565369185,0.9318417286815827,0.0,0.0,5,9,0.0004059011941964569,0.03540761052592389,0.03618637163813643,0.0011969782734138382,0.045621819383781806,0.0479966958400331
0.075,0.075,0.075,0.075,0.015,0.9335957606640424,0.06640423933595763,0.9458287845417122,0.05417121545828785,0.9003936409960636,0.9187431768125683,0.0,0.0,4,9,0.0008332958831893217,0.06558658019746758,0.0671937486613959,0.0012414175156680856,0.05375750100909166,0.05627186967728127
0.1,0.1,0.1,0.1,0.02,0.8450208015497921,0.1549791984502079,0.9288928007110719,0.07110719928892806,0.767531202324688,0.8933392010666079,0.0,0.0,4,9,0.002261858802501781,0.15277759847222397,0.15731219042687808,0.0012086280874651727,0.0711290872887091,0.07350530059828037
0.15,0.15,0.15,0.15,0.03,0.6221157371121758,0.3778842628878242,0.8956762677099039,0.10432373229009606,0.43317360566826385,0.8435144015648559,0.0,0.0,4,9,0.00570010348456096,0.37213740427862607,0.3837431428292352,0.0013097877721569503,0.1038467829615322,0.10646798826865359
0.2,0.2,0.2,0.2,0.04,0.47076480529235193,0.5292351947076481,0.867011201329888,0.13298879867011204,0.20614720793852795,0.8005168019948319,0.0,0.0,4,9,0.007161898642035605,0.5224414027755858,0.5364542026354581,0.0015382966235272415,0.13590188664098113,0.1388033479453
0.25,0.25,0.25,0.25,0.05,0.456361072103056,0.543638927896944,0.8446202682204641,0.1553797317795359,0.18454160815458395,0.7669304023306961,0.0,0.0,4,9,0.005419125285656271,0.5387873226121267,0.549009765176569,0.0016519063448638032,0.16795214765381192,0.171146131621872
