p,lambda,lrb_lambda,rb_p,p_raw,lrb_fidelity,lrb_error_rate,rb_fidelity,rb_error_rate,lrb_f,rb_f,lrb_a,rb_a,lrb_n_points,rb_n_points,lrb_error_rate_std_boot,lrb_error_rate_ci_low,lrb_error_rate_ci_high,rb_error_rate_std_boot,rb_error_rate_ci_low,rb_error_rate_ci_high
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,9,9,1.2530790269557251e-08,0.0,0.0,0.261035429046315,6.66598555283837e-06,0.6666665916666674
0.0005,0.0005,0.0005,0.0005,0.0001,0.9999957543775425,4.245622457488274e-06,0.9996154774915201,0.0003845225084798676,0.9999936315663137,0.9994232162372804,0.0,0.0,9,9,1.9503063384721293e-07,4.048139959578201e-06,4.424009955705799e-06,0.0016377417390153652,4.785440521888339e-06,0.0033301477946985937
0.001,0.001,0.001,0.001,0.0002,0.9999804021953459,1.9597804654103435e-05,0.9992378216876219,0.0007621783123781256,0.999970603293019,0.9988567325314327,0.0,0.0,9,9,3.403956181676431e-07,1.925655020740269e-05,1.9903739783022624e-05,0.0005866886226346336,3.4505004314899774e-06,0.000482214256471294
0.0025,0.0025,0.0025,0.0025,0.0005,0.9998735699812643,0.00012643001873569037,0.9981082196189179,0.0018917803810820644,0.9998103549718964,0.9971623294283768,0.0,0.0,9,9,1.0055214199358662e-06,0.00012554363874450747,0.00012752991872477804,0.001484954986083185,0.0003829364149586345,0.003688768498445616
0.005,0.005,0.005,0.005,0.001,0.9995580799371192,0.0004419200628807962,0.9961231772387683,0.003876822761231691,0.9993371199056788,0.9941847658581524,0.0,0.0,9,9,2.740899357902156e-06,0.0004394037288308894,0.0004449073399258596,0.000995381162260904,4.81381627070121e-06,0.0020966159022338584
0.01,0.01,0.01,0.01,0.002,0.9983206195167939,0.0016793804832061499,0.9922621974107114,0.007737802589288578,0.9974809292751907,0.988393296116067,0.0,0.0,9,9,9.032204202362045e-06,0.0016705054592949331,0.001689249183107422,0.001371250853409402,0.0025358219906417867,0.005347931879320687
0.025,0.025,0.025,0.025,0.005,0.9722588309440784,0.02774116905592161,0.9814065495192678,0.018593450480732243,0.9583882464161175,0.9721098242789018,0.0,0.0,9,9,3.967916825396287e-05,0.027704190389624794,0.027780532468861384,0.001269454526192634,0.018007841206588337,0.020583460380832027
0.0375,0.0375,0.0375,0.0375,0.0075,0.9261184007388158,0.0738815992611842,0.9722833576104998,0.027716642389500223,0.8891776011082239,0.9584250364157496,0.0,0.0,9,9,8.590585646242186e-05,0.07378818059545167,0.07395893259374409,0.00133318648259931,0.026856046451439453,0.029259939547400714
0.05,0.05,0.05,0.05,0.01,0.89086133442472,0.10913866557527996,0.9622880910437858,0.037711908956214235,0.83629200163708,0.9434321365656786,0.0,0.0,9,9,0.00016269687540038566,0.10898054291019463,0.10928834024045006,0.001249015109978936,0.03367831976988352,0.0360911603857551
0.0625,0.0625,0.0625,0.0625,0.0125,0.8558170681084959,0.1441829318915041,0.9545611524543883,0.04543884754561167,0.7837256021627439,0.9318417286815827,0.0,0.0,9,9,0.00034181406928214086,0.14380925722857418,0.14448853188844824,0.0011969782734138382,0.045621819383781806,0.0479966958400331
0.075,0.075,0.075,0.075,0.015,0.8143306685233599,0.1856693314766401,0.9458287845417122,0.05417121545828785,0.7214960027850399,0.9187431768125683,0.0,0.0,9,9,0.0006088567583243244,0.18509655281570123,0.18626395547069372,0.0012414175156680856,0.05375750100909166,0.05627186967728127
0.1,0.1,0.1,0.1,0.02,0.7137600028623999,0.28623999713760007,0.9288928007110719,0.07110719928892806,0.5706400042936,0.8933392010666079,0.0,0.0,9,9,0.0014444177180424368,0.28464810382018574,0.2874932664584007,0.0012086280874651727,0.0711290872887091,0.07350530059828037
0.15,0.15,0.15,0.15,0.03,0.5957722707089439,0.4042277292910561,0.8956762677099039,0.10432373229009606,0.3936584060634159,0.8435144015648559,0.0,0.0,9,9,0.003142472834425337,0.40123647598763523,0.4073467479265325,0.0013097877721569503,0.1038467829615322,0.10646798826865359
0.2,0.2,0.2,0.2,0.04,0.479094938542384,0.5209050614576161,0.867011201329888,0.13298879867011204,0.21864240781357597,0.8005168019948319,0.0,0.0,9,9,0.007590845654528316,0.5141636428583636,0.5290290720430425,0.0015382966235272415,0.13590188664098113,0.1388033479453
0.25,0.25,0.25,0.25,0.05,0.459446938738864,0.540553061261136,0.8446202682204641,0.1553797317795359,0.18917040810829597,0.7669304023306961,0.0,0.0,9,9,0.005987702365252877,0.5344773919885594,0.5467017118663162,0.0016519063448638032,0.16795214765381192,0.171146131621872
