p,lambda,lrb_lambda,rb_p,p_raw,lrb_fidelity,lrb_error_rate,rb_fidelity,rb_error_rate,lrb_f,rb_f,lrb_a,rb_a,lrb_n_points,rb_n_points,lrb_error_rate_std_boot,lrb_error_rate_ci_low,lrb_error_rate_ci_high,rb_error_rate_std_boot,rb_error_rate_ci_low,rb_error_rate_ci_high
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,9,9,1.2593184043374641e-08,0.0,3.333333298272123e-08,0.261035429046315,6.66598555283837e-06,0.6666665916666674
0.0005,0.0005,0.0005,0.0005,0.0001,1.0,0.0,0.9996154774915201,0.0003845225084798676,1.0,0.9994232162372804,0.0,0.0,9,9,0.0,0.0,0.0,0.0016377417390153652,4.785440521888339e-06,0.0033301477946985937
0.001,0.001,0.001,0.001,0.0002,0.9999992593333408,7.406666592268962e-07,0.9992378216876219,0.0007621783123781256,0.9999988890000111,0.9988567325314327,0.0,0.0,9,9,3.018058783575831e-07,4.6899999528449143e-07,1.0488333228586555e-06,0.0005866886226346336,3.4505004314899774e-06,0.000482214256471294
0.0025,0.0025,0.0025,0.0025,0.0005,0.9999958098200419,4.190179958118989e-06,0.9981082196189179,0.0018917803810820644,0.9999937147300628,0.9971623294283768,0.0,0.0,9,9,5.988798433944592e-07,3.569592464280902e-06,4.767384952253373e-06,0.001484954986083185,0.0003829364149586345,0.003688768498445616
0.005,0.005,0.005,0.005,0.001,0.9999797581595274,2.0241840472556838e-05,0.9961231772387683,0.003876822761231691,0.9999696372392911,0.9941847658581524,0.0,0.0,9,9,1.2829179706128641e-06,1.900535380994217e-05,2.1470736035311688e-05,0.000995381162260904,4.81381627070121e-06,0.0020966159022338584
0.01,0.01,0.01,0.01,0.002,0.999906506320935,9.349367906497097e-05,0.9922621974107114,0.007737802589288578,0.9998597594814024,0.988393296116067,0.0,0.0,9,9,4.705153460559659e-06,8.853230498132802e-05,9.771257388953458e-05,0.001371250853409402,0.0025358219906417867,0.005347931879320687
0.025,0.025,0.025,0.025,0.005,0.9992478166475219,0.0007521833524780641,0.9814065495192678,0.018593450480732243,0.9988717249712827,0.9721098242789018,0.0,0.0,6,9,2.9541639597524307e-05,0.0007199392054165487,0.0007795180191380879,0.001269454526192634,0.018007841206588337,0.020583460380832027
0.0375,0.0375,0.0375,0.0375,0.0075,0.9979876649867899,0.002012335013210076,0.9722833576104998,0.027716642389500223,0.996981497480185,0.9584250364157496,0.0,0.0,5,9,7.140517971950055e-05,0.0019450749426825986,0.0020887158847128573,0.00133318648259931,0.026856046451439453,0.029259939547400714
0.05,0.05,0.05,0.05,0.01,0.9956569059034309,0.004343094096569078,0.9622880910437858,0.037711908956214235,0.9934853588551464,0.9434321365656786,0.0,0.0,4,9,0.00018818227478239325,0.004150895340891001,0.00454374613776261,0.001249015109978936,0.03367831976988352,0.0360911603857551
0.0625,0.0625,0.0625,0.0625,0.0125,0.9919560107471065,0.008043989252893513,0.9545611524543883,0.04543884754561167,0.9879340161206598,0.9318417286815827,0.0,0.0,4,9,0.0004062385826267434,0.007630584190360827,0.008444711915552875,0.0011969782734138382,0.045621819383781806,0.0479966958400331
0.075,0.075,0.075,0.075,0.015,0.9866790401332096,0.013320959866790383,0.9458287845417122,0.05417121545828785,0.9800185601998144,0.9187431768125683,0.0,0.0,3,9,0.0006851352663931433,0.012652003713479956,0.014045021619549729,0.0012414175156680856,0.05375750100909166,0.05627186967728127
0.1,0.1,0.1,0.1,0.02,0.9681204056521292,0.0318795943478708,0.9288928007110719,0.07110719928892806,0.952180608478194,0.8933392010666079,0.0,0.0,2,9,0.0018202280391948283,0.030044633832887038,0.033703427182965755,0.0012086280874651727,0.0711290872887091,0.07350530059828037
0.15,0.15,0.15,0.15,0.03,0.891228801087712,0.10877119891228804,0.8956762677099039,0.10432373229009606,0.8368432016315679,0.8435144015648559,0.0,0.0,2,9,0.012639631598545751,0.09585218037481169,0.12180793478192074,0.0013097877721569503,0.1038467829615322,0.10646798826865359
0.2,0.2,0.2,0.2,0.04,,,0.867011201329888,0.13298879867011204,,0.8005168019948319,,0.0,0,9,,,,0.0015382966235272415,0.13590188664098113,0.1388033479453
0.25,0.25,0.25,0.25,0.05,,,0.8446202682204641,0.1553797317795359,,0.7669304023306961,,0.0,0,9,,,,0.0016519063448638032,0.16795214765381192,0.171146131621872
