p,lambda,lrb_lambda,rb_p,p_raw,lrb_fidelity,lrb_error_rate,rb_fidelity,rb_error_rate,lrb_f,rb_f,lrb_a,rb_a,lrb_n_points,rb_n_points,lrb_error_rate_std_boot,lrb_error_rate_ci_low,lrb_error_rate_ci_high,rb_error_rate_std_boot,rb_error_rate_ci_low,rb_error_rate_ci_high
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,9,9,1.2884046744039216e-08,0.0,3.333333298272123e-08,0.261035429046315,6.66598555283837e-06,0.6666665916666674
0.0005,0.0005,0.0005,0.0005,0.0001,0.9999974566800255,2.5433199745128476e-06,0.9996154774915201,0.0003845225084798676,0.9999961850200382,0.9994232162372804,0.0,0.0,9,9,1.8788070935636528e-07,2.3577299764765414e-06,2.7175199729390087e-06,0.0016377417390153652,4.785440521888339e-06,0.0033301477946985937
0.001,0.001,0.001,0.001,0.0002,0.9999870528001296,1.2947199870438908e-05,0.9992378216876219,0.0007621783123781256,0.9999805792001942,0.9988567325314327,0.0,0.0,9,9,3.179311849289513e-07,1.257047987424098e-05,1.32453798675769e-05,0.0005866886226346336,3.4505004314899774e-06,0.000482214256471294
0.0025,0.0025,0.0025,0.0025,0.0005,0.9999122965575437,8.770344245634387e-05,0.9981082196189179,0.0018917803810820644,0.9998684448363157,0.9971623294283768,0.0,0.0,9,9,8.247273188299932e-07,8.693880913057672e-05,8.862100244710902e-05,0.001484954986083185,0.0003829364149586345,0.003688768498445616
0.005,0.005,0.005,0.005,0.001,0.9996375078852499,0.00036249211475014587,0.9961231772387683,0.003876822761231691,0.999456261827875,0.9941847658581524,0.0,0.0,9,9,2.2872674073478135e-06,0.000360228427647713,0.00036474095800242967,0.000995381162260904,4.81381627070121e-06,0.0020966159022338584
0.01,0.01,0.01,0.01,0.002,0.9984721555152785,0.001527844484721541,0.9922621974107114,0.007737802589288578,0.9977082332729177,0.988393296116067,0.0,0.0,9,9,8.326492811555849e-06,0.001518580507480931,0.001535880484641261,0.001371250853409402,0.0025358219906417867,0.005347931879320687
0.025,0.025,0.025,0.025,0.005,0.9842213108244536,0.015778689175546368,0.9814065495192678,0.018593450480732243,0.9763319662366804,0.9721098242789018,0.0,0.0,9,9,5.1250246460261385e-05,0.01573154181601799,0.015832752535005917,0.001269454526192634,0.018007841206588337,0.020583460380832027
0.0375,0.0375,0.0375,0.0375,0.0075,0.9405043125949568,0.059495687405043185,0.9722833576104998,0.027716642389500223,0.9107564688924351,0.9584250364157496,0.0,0.0,9,9,0.00010812213157984987,0.05939087556609137,0.05960667359059996,0.00133318648259931,0.026856046451439453,0.029259939547400714
0.05,0.05,0.05,0.05,0.01,0.895849067708176,0.10415093229182404,0.9622880910437858,0.037711908956214235,0.8437736015622639,0.9434321365656786,0.0,0.0,9,9,0.00019562535364040648,0.10395417496045836,0.10434790295652102,0.001249015109978936,0.03367831976988352,0.0360911603857551
0.0625,0.0625,0.0625,0.0625,0.0125,0.855923201440768,0.14407679855923206,0.9545611524543883,0.04543884754561167,0.783884802161152,0.9318417286815827,0.0,0.0,9,9,0.00033945445643297144,0.14373813189595197,0.14440612122260554,0.0011969782734138382,0.045621819383781806,0.0479966958400331
0.075,0.075,0.075,0.075,0.015,0.8138362685283039,0.18616373147169607,0.9458287845417122,0.05417121545828785,0.720754402792456,0.9187431768125683,0.0,0.0,9,9,0.0005716286778776164,0.18564108614358915,0.1867334167993326,0.0012414175156680856,0.05375750100909166,0.05627186967728127
0.1,0.1,0.1,0.1,0.02,0.713708802862912,0.28629119713708795,0.9288928007110719,0.07110719928892806,0.5705632042943679,0.8933392010666079,0.0,0.0,9,9,0.00135176316631472,0.2847489891525101,0.2874866957917996,0.0012086280874651727,0.0711290872887091,0.07350530059828037
0.15,0.15,0.15,0.15,0.03,0.5957722707089439,0.4042277292910561,0.8956762677099039,0.10432373229009606,0.3936584060634159,0.8435144015648559,0.0,0.0,9,9,0.003152820976426654,0.4012077399879226,0.4076064599239354,0.0013097877721569503,0.1038467829615322,0.10646798826865359
0.2,0.2,0.2,0.2,0.04,0.479094938542384,0.5209050614576161,0.867011201329888,0.13298879867011204,0.21864240781357597,0.8005168019948319,0.0,0.0,9,9,0.007989423925090442,0.5136632481967008,0.5291570080417632,0.0015382966235272415,0.13590188664098113,0.1388033479453
0.25,0.25,0.25,0.25,0.05,0.459446938738864,0.540553061261136,0.8446202682204641,0.1553797317795359,0.18917040810829597,0.7669304023306961,0.0,0.0,9,9,0.006104701273043067,0.5352006559813267,0.5472542025274579,0.0016519063448638032,0.16795214765381192,0.171146131621872
