p,lambda,lrb_lambda,rb_p,p_raw,lrb_fidelity,lrb_error_rate,rb_fidelity,rb_error_rate,lrb_f,rb_f,lrb_a,rb_a,lrb_n_points,rb_n_points,lrb_error_rate_std_boot,lrb_error_rate_ci_low,lrb_error_rate_ci_high,rb_error_rate_std_boot,rb_error_rate_ci_low,rb_error_rate_ci_high
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,9,9,1.1560688493909148e-08,0.0,0.0,0.261035429046315,6.66598555283837e-06,0.6666665916666674
0.0005,0.0005,0.0005,0.0005,0.0001,0.9999989850000102,1.014999989834564e-06,0.9996154774915201,0.0003845225084798676,0.9999984775000152,0.9994232162372804,0.0,0.0,9,9,1.817089315540634e-07,8.362799915495596e-07,1.1899999879938505e-06,0.0016377417390153652,4.785440521888339e-06,0.0033301477946985937
0.001,0.001,0.001,0.001,0.0002,0.9999937329500627,6.267049937336289e-06,0.9992378216876219,0.0007621783123781256,0.999990599425094,0.9988567325314327,0.0,0.0,9,9,3.013587237749722e-07,5.981556606804439e-06,6.5619699344265925e-06,0.0005866886226346336,3.4505004314899774e-06,0.000482214256471294
0.0025,0.0025,0.0025,0.0025,0.0005,0.9999589866606101,4.101333938988372e-05,0.9981082196189179,0.0018917803810820644,0.9999384799909152,0.9971623294283768,0.0,0.0,9,9,5.806997385747046e-07,4.0475007795137685e-05,4.159339523412964e-05,0.001484954986083185,0.0003829364149586345,0.003688768498445616
0.005,0.005,0.005,0.005,0.001,0.9998143727632564,0.00018562723674364623,0.9961231772387683,0.003876822761231691,0.9997215591448845,0.9941847658581524,0.0,0.0,9,9,1.4697683339413707e-06,0.00018435866733244045,0.00018720480532785633,0.000995381162260904,4.81381627070121e-06,0.0020966159022338584
0.01,0.01,0.01,0.01,0.002,0.9991607980083921,0.0008392019916079185,0.9922621974107114,0.007737802589288578,0.9987411970125881,0.988393296116067,0.0,0.0,9,9,5.310159223898431e-06,0.0008347867416521604,0.000844530741554661,0.001371250853409402,0.0025358219906417867,0.005347931879320687
0.025,0.025,0.025,0.025,0.005,0.9926573219534268,0.007342678046573181,0.9814065495192678,0.018593450480732243,0.9889859829301402,0.9721098242789018,0.0,0.0,9,9,5.0442027386916515e-05,0.007292359852676427,0.007390823926091805,0.001269454526192634,0.018007841206588337,0.020583460380832027
0.0375,0.0375,0.0375,0.0375,0.0075,0.9782134668845318,0.021786533115468187,0.9722833576104998,0.027716642389500223,0.9673202003267979,0.9584250364157496,0.0,0.0,9,9,0.00014255448003250534,0.021637666716956723,0.021924301434090344,0.00133318648259931,0.026856046451439453,0.029259939547400714
0.05,0.05,0.05,0.05,0.01,0.9529151751375148,0.04708482486248522,0.9622880910437858,0.037711908956214235,0.9293727627062723,0.9434321365656786,0.0,0.0,7,9,0.00031763211958123146,0.04675166779914999,0.04738788432612122,0.001249015109978936,0.03367831976988352,0.0360911603857551
0.0625,0.0625,0.0625,0.0625,0.0125,0.9027221343061119,0.09727786569388808,0.9545611524543883,0.04543884754561167,0.8540832014591679,0.9318417286815827,0.0,0.0,6,9,0.0005081489676496802,0.09678288969883783,0.09777015368896527,0.0011969782734138382,0.045621819383781806,0.0479966958400331
0.075,0.075,0.075,0.075,0.015,0.833241068334256,0.16675893166574396,0.9458287845417122,0.05417121545828785,0.7498616025013839,0.9187431768125683,0.0,0.0,6,9,0.0007288509183852047,0.16608607833913933,0.16746094765872385,0.0012414175156680856,0.05375750100909166,0.05627186967728127
0.1,0.1,0.1,0.1,0.02,0.7123898695427681,0.28761013045723194,0.9288928007110719,0.07110719928892806,0.568584804314152,0.8933392010666079,0.0,0.0,6,9,0.0013634603266643325,0.2862422371375777,0.28896579977700876,0.0012086280874651727,0.0711290872887091,0.07350530059828037
0.15,0.15,0.15,0.15,0.03,0.5955013373783199,0.4044986626216801,0.8956762677099039,0.10432373229009606,0.39325200606747984,0.8435144015648559,0.0,0.0,6,9,0.003217545370248162,0.4018349613149837,0.4078283905883827,0.0013097877721569503,0.1038467829615322,0.10646798826865359
0.2,0.2,0.2,0.2,0.04,0.47909120520908793,0.5209087947909121,0.867011201329888,0.13298879867011204,0.21863680781363196,0.8005168019948319,0.0,0.0,6,9,0.007652626845125189,0.5138260001950732,0.5290653173760134,0.0015382966235272415,0.13590188664098113,0.1388033479453
0.25,0.25,0.25,0.25,0.05,0.45944587207220794,0.5405541279277921,0.8446202682204641,0.1553797317795359,0.18916880810831196,0.7669304023306961,0.0,0.0,6,9,0.005650255054106922,0.5353074293135923,0.5463643252030234,0.0016519063448638032,0.16795214765381192,0.171146131621872
