p,lambda,lrb_lambda,rb_p,p_raw,lrb_fidelity,lrb_error_rate,rb_fidelity,rb_error_rate,lrb_f,rb_f,lrb_a,rb_a,lrb_n_points,rb_n_points,lrb_error_rate_std_boot,lrb_error_rate_ci_low,lrb_error_rate_ci_high,rb_error_rate_std_boot,rb_error_rate_ci_low,rb_error_rate_ci_high
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,9,9,1.3740606654921645e-08,0.0,3.333333298272123e-08,0.261035429046315,6.66598555283837e-06,0.6666665916666674
0.0005,0.0005,0.0005,0.0005,0.0001,1.0,0.0,0.9996154774915201,0.0003845225084798676,1.0,0.9994232162372804,0.0,0.0,9,9,9.177333822174916e-08,0.0,1.3333333193088492e-07,0.0016377417390153652,4.785440521888339e-06,0.0033301477946985937
0.001,0.001,0.001,0.001,0.0002,0.9999977462875226,2.253712477418013e-06,0.9992378216876219,0.0007621783123781256,0.9999966194312838,0.9988567325314327,0.0,0.0,9,9,2.8195566538397493e-07,1.9667849803228776e-06,2.50847997484982e-06,0.0005866886226346336,3.4505004314899774e-06,0.000482214256471294
0.0025,0.0025,0.0025,0.0025,0.0005,0.9999855598601445,1.4440139855520506e-05,0.9981082196189179,0.0018917803810820644,0.9999783397902167,0.9971623294283768,0.0,0.0,9,9,5.420444460785918e-07,1.3888829860975171e-05,1.4932799850542189e-05,0.001484954986083185,0.0003829364149586345,0.003688768498445616
0.005,0.005,0.005,0.005,0.001,0.9999370178070549,6.298219294509355e-05,0.9961231772387683,0.003876822761231691,0.9999055267105822,0.9941847658581524,0.0,0.0,9,9,1.0665513109196676e-06,6.187185642530846e-05,6.394049861058182e-05,0.000995381162260904,4.81381627070121e-06,0.0020966159022338584
0.01,0.01,0.01,0.01,0.002,0.999725205425548,0.0002747945744520086,0.9922621974107114,0.007737802589288578,0.9995878081383219,0.988393296116067,0.0,0.0,9,9,3.5457644405174005e-06,0.0002716633364513088,0.0002788036132118643,0.001371250853409402,0.0025358219906417867,0.005347931879320687
0.025,0.025,0.025,0.025,0.005,0.9978341441749919,0.002165855825008056,0.9814065495192678,0.018593450480732243,0.9967512162624879,0.9721098242789018,0.0,0.0,9,9,3.1072266547822886e-05,0.0021385217402148404,0.0021995819780041836,0.001269454526192634,0.018007841206588337,0.020583460380832027
0.0375,0.0375,0.0375,0.0375,0.0075,0.9942711754639548,0.005728824536045174,0.9722833576104998,0.027716642389500223,0.9914067631959324,0.9584250364157496,0.0,0.0,6,9,8.211782886692555e-05,0.005648068768052639,0.005813775174395492,0.00133318648259931,0.026856046451439453,0.029259939547400714
0.05,0.05,0.05,0.05,0.01,0.9870028614633046,0.012997138536695374,0.9622880910437858,0.037711908956214235,0.980504292194957,0.9434321365656786,0.0,0.0,5,9,0.0002063707794910136,0.012808004778586634,0.013202713467972842,0.001249015109978936,0.03367831976988352,0.0360911603857551
0.0625,0.0625,0.0625,0.0625,0.0125,0.9745734082542659,0.02542659174573414,0.9545611524543883,0.04543884754561167,0.9618601123813988,0.9318417286815827,0.0,0.0,4,9,0.0004026606523848218,0.02503765708295688,0.025816532701834746,0.0011969782734138382,0.045621819383781806,0.0479966958400331
0.075,0.075,0.075,0.075,0.015,0.9495435165045647,0.0504564834954353,0.9458287845417122,0.05417121545828785,0.9243152747568472,0.9187431768125683,0.0,0.0,4,9,0.0008679796266959899,0.04966593822334064,0.05134170508658296,0.0012414175156680856,0.05375750100909166,0.05627186967728127
0.1,0.1,0.1,0.1,0.02,0.8579760014202399,0.1420239985797601,0.9288928007110719,0.07110719928892806,0.7869640021303599,0.8933392010666079,0.0,0.0,3,9,0.002682064530542394,0.1393257799400755,0.14479231855207697,0.0012086280874651727,0.0711290872887091,0.07350530059828037
0.15,0.15,0.15,0.15,0.03,0.6219792037802079,0.3780207962197921,0.8956762677099039,0.10432373229009606,0.4329688056703118,0.8435144015648559,0.0,0.0,3,9,0.005899201481619527,0.3727326896060065,0.3835752494975808,0.0013097877721569503,0.1038467829615322,0.10646798826865359
0.2,0.2,0.2,0.2,0.04,0.47037600529623996,0.52962399470376,0.867011201329888,0.13298879867011204,0.20556400794435997,0.8005168019948319,0.0,0.0,3,9,0.007730698312762149,0.5216629707833703,0.5373251786267481,0.0015382966235272415,0.13590188664098113,0.1388033479453
0.25,0.25,0.25,0.25,0.05,0.45636267210304,0.54363732789696,0.8446202682204641,0.1553797317795359,0.18454400815455996,0.7669304023306961,0.0,0.0,3,9,0.005291360922977115,0.5381648799516846,0.5485284638480487,0.0016519063448638032,0.16795214765381192,0.171146131621872
