p,lambda,lrb_lambda,rb_p,p_raw,lrb_fidelity,lrb_error_rate,rb_fidelity,rb_error_rate,lrb_f,rb_f,lrb_a,rb_a,lrb_n_points,rb_n_points,lrb_error_rate_std_boot,lrb_error_rate_ci_low,lrb_error_rate_ci_high,rb_error_rate_std_boot,rb_error_rate_ci_low,rb_error_rate_ci_high
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,9,9,1.2351815806859196e-08,0.0,0.0,0.261035429046315,6.66598555283837e-06,0.6666665916666674
0.0005,0.0005,0.0005,0.0005,0.0001,0.9999989511666771,1.0488333228586555e-06,0.9996154774915201,0.0003845225084798676,0.9999984267500157,0.9994232162372804,0.0,0.0,9,9,1.86484459847072e-07,8.796666578492207e-07,1.2579999874029468e-06,0.0016377417390153652,4.785440521888339e-06,0.0033301477946985937
0.001,0.001,0.001,0.001,0.0002,0.9999933340000666,6.665999933375133e-06,0.9992378216876219,0.0007621783123781256,0.9999900010000999,0.9988567325314327,0.0,0.0,9,9,3.079344413391151e-07,6.340779936664376e-06,6.962663863614439e-06,0.0005866886226346336,3.4505004314899774e-06,0.000482214256471294
0.0025,0.0025,0.0025,0.0025,0.0005,0.9999564024522111,4.3597547788931656e-05,0.9981082196189179,0.0018917803810820644,0.9999346036783165,0.9971623294283768,0.0,0.0,9,9,6.327250176879079e-07,4.2984251570121756e-05,4.415732775842063e-05,0.001484954986083185,0.0003829364149586345,0.003688768498445616
0.005,0.005,0.005,0.005,0.001,0.9998060211731398,0.0001939788268602305,0.9961231772387683,0.003876822761231691,0.9997090317597096,0.9941847658581524,0.0,0.0,9,9,1.5642327373053542e-06,0.0001923888364760984,0.00019571201299284358,0.000995381162260904,4.81381627070121e-06,0.0020966159022338584
0.01,0.01,0.01,0.01,0.002,0.9991024957323084,0.00089750426769164,0.9922621974107114,0.007737802589288578,0.9986537435984626,0.988393296116067,0.0,0.0,9,9,5.556726501450994e-06,0.0008921741644115633,0.0009033411942999114,0.001371250853409402,0.0025358219906417867,0.005347931879320687
0.025,0.025,0.025,0.025,0.005,0.9920494934128383,0.007950506587161676,0.9814065495192678,0.018593450480732243,0.9880742401192576,0.9721098242789018,0.0,0.0,9,9,5.213246844603929e-05,0.007893712134396345,0.007999189253341421,0.001269454526192634,0.018007841206588337,0.020583460380832027
0.0375,0.0375,0.0375,0.0375,0.0075,0.9766759602332403,0.023324039766759674,0.9722833576104998,0.027716642389500223,0.9650139403498605,0.9584250364157496,0.0,0.0,9,9,0.0001443300241570691,0.02317278216827214,0.02345873736541258,0.00133318648259931,0.026856046451439453,0.029259939547400714
0.05,0.05,0.05,0.05,0.01,0.949539304504607,0.050460695495393004,0.9622880910437858,0.037711908956214235,0.9243089567569104,0.9434321365656786,0.0,0.0,7,9,0.00029465706959972386,0.05017967085820324,0.050742817625905184,0.001249015109978936,0.03367831976988352,0.0360911603857551
0.0625,0.0625,0.0625,0.0625,0.0125,0.9015237343180958,0.09847626568190415,0.9545611524543883,0.04543884754561167,0.8522856014771439,0.9318417286815827,0.0,0.0,7,9,0.0004949399637654819,0.09795447368712203,0.09894576967720894,0.0011969782734138382,0.045621819383781806,0.0479966958400331
0.075,0.075,0.075,0.075,0.015,0.8331141350021921,0.1668858649978079,0.9458287845417122,0.05417121545828785,0.749671202503288,0.9187431768125683,0.0,0.0,6,9,0.0007721384399692709,0.16614254767190775,0.16767016365663162,0.0012414175156680856,0.05375750100909166,0.05627186967728127
0.1,0.1,0.1,0.1,0.02,0.712483202875168,0.287516797124832,0.9288928007110719,0.07110719928892806,0.568724804312752,0.8933392010666079,0.0,0.0,6,9,0.001403625623582037,0.28614024247193093,0.28886463711135363,0.0012086280874651727,0.0711290872887091,0.07350530059828037
0.15,0.15,0.15,0.15,0.03,0.5955109373782239,0.4044890626217761,0.8956762677099039,0.10432373229009606,0.39326640606733587,0.8435144015648559,0.0,0.0,6,9,0.0031491211577320648,0.40149384131839494,0.4077200812561325,0.0013097877721569503,0.1038467829615322,0.10646798826865359
0.2,0.2,0.2,0.2,0.04,0.47909120520908793,0.5209087947909121,0.867011201329888,0.13298879867011204,0.21863680781363196,0.8005168019948319,0.0,0.0,6,9,0.007833863663858654,0.5133828001995053,0.5295484747045152,0.0015382966235272415,0.13590188664098113,0.1388033479453
0.25,0.25,0.25,0.25,0.05,0.45944587207220794,0.5405541279277921,0.8446202682204641,0.1553797317795359,0.18916880810831196,0.7669304023306961,0.0,0.0,6,9,0.006075898420733564,0.534457594655424,0.5473128478602048,0.0016519063448638032,0.16795214765381192,0.171146131621872
