p,lambda,lrb_lambda,rb_p,p_raw,lrb_fidelity,lrb_error_rate,rb_fidelity,rb_error_rate,lrb_f,rb_f,lrb_a,rb_a,lrb_n_points,rb_n_points,lrb_error_rate_std_boot,lrb_error_rate_ci_low,lrb_error_rate_ci_high,rb_error_rate_std_boot,rb_error_rate_ci_low,rb_error_rate_ci_high
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,9,9,1.203498191313672e-08,0.0,0.0,0.261035429046315,6.66598555283837e-06,0.6666665916666674
0.0005,0.0005,0.0005,0.0005,0.0001,0.9999981367300187,1.8632699813059261e-06,0.9996154774915201,0.0003845225084798676,0.999997205095028,0.9994232162372804,0.0,0.0,9,9,1.7895886691509114e-07,1.682537483227442e-06,2.0357949797045194e-06,0.0016377417390153652,4.785440521888339e-06,0.0033301477946985937
0.001,0.001,0.001,0.001,0.0002,0.9999900827734325,9.917226567512927e-06,0.9992378216876219,0.0007621783123781256,0.9999851241601487,0.9988567325314327,0.0,0.0,9,9,2.9509777754385087e-07,9.642499903539381e-06,1.0232891564321278e-05,0.0005866886226346336,3.4505004314899774e-06,0.000482214256471294
0.0025,0.0025,0.0025,0.0025,0.0005,0.9999331548340017,6.684516599830825e-05,0.9981082196189179,0.0018917803810820644,0.9998997322510027,0.9971623294283768,0.0,0.0,9,9,6.603704091298975e-07,6.610783233895745e-05,6.740918365932824e-05,0.001484954986083185,0.0003829364149586345,0.003688768498445616
0.005,0.005,0.005,0.005,0.001,0.9997153732292462,0.00028462677075380416,0.9961231772387683,0.003876822761231691,0.9995730598438693,0.9941847658581524,0.0,0.0,9,9,1.8125284542183427e-06,0.00028293215317065634,0.00028640584866996833,0.000995381162260904,4.81381627070121e-06,0.0020966159022338584
0.01,0.01,0.01,0.01,0.002,0.9987162851328373,0.0012837148671627219,0.9922621974107114,0.007737802589288578,0.9980744276992558,0.988393296116067,0.0,0.0,9,9,6.830608006322464e-06,0.0012764320672356,0.001289864787101358,0.001371250853409402,0.0025358219906417867,0.005347931879320687
0.025,0.025,0.025,0.025,0.005,0.9890427867762389,0.010957213223761086,0.9814065495192678,0.018593450480732243,0.9835641801643583,0.9721098242789018,0.0,0.0,9,9,5.167032414206053e-05,0.010906847944264872,0.011009604049904005,0.001269454526192634,0.018007841206588337,0.020583460380832027
0.0375,0.0375,0.0375,0.0375,0.0075,0.9643736736895966,0.03562632631040341,0.9722833576104998,0.027716642389500223,0.9465605105343948,0.9584250364157496,0.0,0.0,9,9,0.00012818814118013052,0.035502707644972986,0.03575354710913119,0.00133318648259931,0.026856046451439453,0.029259939547400714
0.05,0.05,0.05,0.05,0.01,0.9166581341667519,0.0833418658332481,0.9622880910437858,0.037711908956214235,0.8749872012501279,0.9434321365656786,0.0,0.0,9,9,0.00023337483970463537,0.0831177805021555,0.08359056983076099,0.001249015109978936,0.03367831976988352,0.0360911603857551
0.0625,0.0625,0.0625,0.0625,0.0125,0.8600090680665758,0.13999093193342416,0.9545611524543883,0.04543884754561167,0.7900136020998638,0.9318417286815827,0.0,0.0,9,9,0.0003759282543325471,0.13962864927038032,0.1403807559295257,0.0011969782734138382,0.045621819383781806,0.0479966958400331
0.075,0.075,0.075,0.075,0.015,0.8138064018619359,0.18619359813806413,0.9458287845417122,0.05417121545828785,0.7207096027929039,0.9187431768125683,0.0,0.0,9,9,0.0006095682495908194,0.18551654214483468,0.18669392879972743,0.0012414175156680856,0.05375750100909166,0.05627186967728127
0.1,0.1,0.1,0.1,0.02,0.7133082695335841,0.28669173046641594,0.9288928007110719,0.07110719928892806,0.569962404300376,0.8933392010666079,0.0,0.0,9,9,0.001357563320187708,0.285472530478608,0.2879134691208653,0.0012086280874651727,0.0711290872887091,0.07350530059828037
0.15,0.15,0.15,0.15,0.03,0.5957680040423199,0.4042319959576801,0.8956762677099039,0.10432373229009606,0.3936520060634799,0.8435144015648559,0.0,0.0,9,9,0.0033108822526169636,0.40089196399108035,0.40734346259323206,0.0013097877721569503,0.1038467829615322,0.10646798826865359
0.2,0.2,0.2,0.2,0.04,0.479094938542384,0.5209050614576161,0.867011201329888,0.13298879867011204,0.21864240781357597,0.8005168019948319,0.0,0.0,9,9,0.007850319764260195,0.5138029175286375,0.529281402707186,0.0015382966235272415,0.13590188664098113,0.1388033479453
0.25,0.25,0.25,0.25,0.05,0.459446938738864,0.540553061261136,0.8446202682204641,0.1553797317795359,0.18917040810829597,0.7669304023306961,0.0,0.0,9,9,0.005662898547329841,0.5348995786510042,0.5460313972063527,0.0016519063448638032,0.16795214765381192,0.171146131621872
