p,lambda,lrb_lambda,rb_p,p_raw,lrb_fidelity,lrb_error_rate,rb_fidelity,rb_error_rate,lrb_f,rb_f,lrb_a,rb_a,lrb_n_points,rb_n_points,lrb_error_rate_std_boot,lrb_error_rate_ci_low,lrb_error_rate_ci_high,rb_error_rate_std_boot,rb_error_rate_ci_low,rb_error_rate_ci_high
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,9,9,1.1848520523528415e-08,0.0,0.0,0.261035429046315,6.66598555283837e-06,0.6666665916666674
0.0005,0.0005,0.0005,0.0005,0.0001,1.0,0.0,0.9996154774915201,0.0003845225084798676,1.0,0.9994232162372804,0.0,0.0,9,9,1.9944079750420024e-08,0.0,0.0,0.0016377417390153652,4.785440521888339e-06,0.0033301477946985937
0.001,0.001,0.001,0.001,0.0002,0.9999986740000132,1.3259999868120431e-06,0.9992378216876219,0.0007621783123781256,0.9999980110000198,0.9988567325314327,0.0,0.0,9,9,2.7909411709027783e-07,1.0488333228586555e-06,1.571666651045689e-06,0.0005866886226346336,3.4505004314899774e-06,0.000482214256471294
0.0025,0.0025,0.0025,0.0025,0.0005,0.999991705375083,8.294624917026816e-06,0.9981082196189179,0.0018917803810820644,0.9999875580626244,0.9971623294283768,0.0,0.0,9,9,5.630224296059388e-07,7.732896589396354e-06,8.869746577988558e-06,0.001484954986083185,0.0003829364149586345,0.003688768498445616
0.005,0.005,0.005,0.005,0.001,0.9999630264439947,3.697355600529306e-05,0.9961231772387683,0.003876822761231691,0.9999445396659921,0.9941847658581524,0.0,0.0,9,9,1.1266647084059954e-06,3.586076206128386e-05,3.809921461905841e-05,0.000995381162260904,4.81381627070121e-06,0.0020966159022338584
0.01,0.01,0.01,0.01,0.002,0.999845139584882,0.00015486041511802995,0.9922621974107114,0.007737802589288578,0.9997677093773228,0.988393296116067,0.0,0.0,9,9,3.85446358206817e-06,0.00015104705982291745,0.0001589230094106897,0.001371250853409402,0.0025358219906417867,0.005347931879320687
0.025,0.025,0.025,0.025,0.005,0.9988319000916809,0.0011680999083191201,0.9814065495192678,0.018593450480732243,0.9982478501375214,0.9721098242789018,0.0,0.0,9,9,2.8044007866572293e-05,0.0011402063285980146,0.001195489356045112,0.001269454526192634,0.018007841206588337,0.020583460380832027
0.0375,0.0375,0.0375,0.0375,0.0075,0.9971260472987394,0.0028739527012605626,0.9722833576104998,0.027716642389500223,0.9956890709481093,0.9584250364157496,0.0,0.0,6,9,5.805961263990018e-05,0.0028145361361213393,0.00293103090722298,0.00133318648259931,0.026856046451439453,0.029259939547400714
0.05,0.05,0.05,0.05,0.01,0.9940401358462653,0.0059598641537347286,0.9622880910437858,0.037711908956214235,0.991060203769398,0.9434321365656786,0.0,0.0,5,9,0.0001524595325247406,0.0058107356988259485,0.006118192378284739,0.001249015109978936,0.03367831976988352,0.0360911603857551
0.0625,0.0625,0.0625,0.0625,0.0125,0.989121696108783,0.010878303891217023,0.9545611524543883,0.04543884754561167,0.9836825441631745,0.9318417286815827,0.0,0.0,4,9,0.0002786816744128181,0.01060303093396973,0.011155443408445542,0.0011969782734138382,0.045621819383781806,0.0479966958400331
0.075,0.075,0.075,0.075,0.015,0.9814526295188072,0.018547370481192815,0.9458287845417122,0.05417121545828785,0.9721789442782106,0.9187431768125683,0.0,0.0,4,9,0.0005310657582774729,0.01801477709985221,0.019126734795399333,0.0012414175156680856,0.05375750100909166,0.05627186967728127
0.1,0.1,0.1,0.1,0.02,0.9567766004322339,0.04322339956776611,0.9288928007110719,0.07110719928892806,0.9351649006483509,0.8933392010666079,0.0,0.0,3,9,0.001569859888835724,0.04165697425009689,0.044821944511780516,0.0012086280874651727,0.0711290872887091,0.07350530059828037
0.15,0.15,0.15,0.15,0.03,0.8399216016007841,0.1600783983992159,0.8956762677099039,0.10432373229009606,0.7598824024011761,0.8435144015648559,0.0,0.0,2,9,0.007399387230842653,0.15242192914244737,0.1672953369937133,0.0013097877721569503,0.1038467829615322,0.10646798826865359
0.2,0.2,0.2,0.2,0.04,0.6991402696752639,0.3008597303247361,0.867011201329888,0.13298879867011204,0.548710404512896,0.8005168019948319,0.0,0.0,2,9,0.014121811408023583,0.28744296245890366,0.31514350618189824,0.0015382966235272415,0.13590188664098113,0.1388033479453
0.25,0.25,0.25,0.25,0.05,0.7774240022257599,0.2225759977742401,0.8446202682204641,0.1553797317795359,0.66613600333864,0.7669304023306961,0.0,0.0,2,9,0.024844139500629095,0.19824648335086853,0.24781821618848449,0.0016519063448638032,0.16795214765381192,0.171146131621872
