timestamp_utc,backend,phase,event,probability_index,probability,batch_index,batch_shots,shots_remaining_before,shots_remaining_after,clifford_index,depth_index,depth,shots,circuit_dimension,circuit_qudits,circuit_operations,simulator_seconds,dem_compile_seconds,dem_sample_seconds,dem_cache_hit,dem_total_noise_locations,dem_active_noise_locations,dem_detectors,dem_logicals,unpack_seconds,record_seconds,process_seconds,load_seconds,write_seconds,total_seconds,notes
2026-08-08T01:45:13Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,0,0,0,10000,3,1,2,0.000818336,0.000586243,0.000166270,0,0,0,0,1,,,0.000198941,,,0.001028027,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:13Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,0,1,2,10000,3,1,34,0.007156166,0.004305730,0.002832152,0,16,16,0,1,,,0.000115155,,,0.007279556,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:13Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,0,2,4,10000,3,1,54,0.007398067,0.003594915,0.003786181,0,26,26,0,1,,,0.000190385,,,0.007598010,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:13Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,0,3,6,10000,3,1,82,0.010756952,0.005222480,0.005507973,0,40,40,0,1,,,0.000140251,,,0.010905458,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:13Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,0,4,10,10000,3,1,162,0.020577086,0.009865559,0.010693724,0,80,80,0,1,,,0.000137587,,,0.020724209,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:13Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,0,5,14,10000,3,1,250,0.029892309,0.013988357,0.015885777,0,124,124,0,1,,,0.000232874,,,0.030135381,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:13Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,0,6,18,10000,3,1,326,0.043454472,0.022237603,0.021199326,0,162,162,0,1,,,0.000139019,,,0.043603600,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:13Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,0,7,20,10000,3,1,370,0.049358261,0.024941825,0.024398192,0,184,184,0,1,,,0.000161301,,,0.049529831,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:13Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,0,8,22,10000,3,1,414,0.055780139,0.028113671,0.027648273,0,206,206,0,1,,,0.000147685,,,0.055939295,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:13Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,1,0,0,10000,3,1,2,0.000475917,0.000434430,0.000023884,0,0,0,0,1,,,0.000137727,,,0.000621349,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:13Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,1,1,2,10000,3,1,26,0.003650007,0.002089397,0.001542708,0,12,12,0,1,,,0.000168535,,,0.003826747,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:13Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,1,2,4,10000,3,1,82,0.010310318,0.004875382,0.005415750,0,40,40,0,1,,,0.000145532,,,0.010475316,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:13Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,1,3,6,10000,3,1,126,0.015936030,0.007267544,0.008640404,0,62,62,0,1,,,0.000144740,,,0.016089786,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:13Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,1,4,10,10000,3,1,210,0.025767255,0.011842998,0.013906064,0,104,104,0,1,,,0.000139350,,,0.025916012,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:13Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,1,5,14,10000,3,1,286,0.038742212,0.018665400,0.020058718,0,142,142,0,1,,,0.000142535,,,0.038894756,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:14Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,1,6,18,10000,3,1,370,0.049475440,0.024359930,0.025094130,0,184,184,0,1,,,0.000165489,,,0.049652280,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:14Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,1,7,20,10000,3,1,398,0.061111642,0.033975834,0.027110941,0,198,198,0,1,,,0.000183983,,,0.061321272,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:14Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,1,8,22,10000,3,1,430,0.057307136,0.028607912,0.028675229,0,214,214,0,1,,,0.000127437,,,0.057447889,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:14Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,2,0,0,10000,3,1,2,0.000377384,0.000337059,0.000020058,0,0,0,0,1,,,0.000140091,,,0.000535268,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:14Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,2,1,2,10000,3,1,54,0.006551007,0.003483016,0.003050378,0,26,26,0,1,,,0.000149358,,,0.006711997,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:14Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,2,2,4,10000,3,1,98,0.010972133,0.004970360,0.005984130,0,48,48,0,1,,,0.000119633,,,0.011106083,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:14Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,2,3,6,10000,3,1,154,0.019863094,0.009177054,0.010664339,0,76,76,0,1,,,0.000166801,,,0.020039723,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:14Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,2,4,10,10000,3,1,238,0.029969211,0.013365977,0.016575433,0,118,118,0,1,,,0.000144740,,,0.030123419,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:14Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,2,5,14,10000,3,1,342,0.045461054,0.022727857,0.022712989,0,170,170,0,1,,,0.000223417,,,0.045697725,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:14Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,2,6,18,10000,3,1,394,0.058397008,0.029138071,0.029239210,0,196,196,0,1,,,0.000150872,,,0.058571855,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:14Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,2,7,20,10000,3,1,446,0.059724875,0.029914429,0.029787743,0,222,222,0,1,,,0.000138989,,,0.059876136,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:14Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,2,8,22,10000,3,1,486,0.065215315,0.032844014,0.032351335,0,242,242,0,1,,,0.000169647,,,0.065398888,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:14Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,3,0,0,10000,3,1,2,0.000384427,0.000331438,0.000032180,0,0,0,0,1,,,0.000148567,,,0.000541781,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:14Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,3,1,2,10000,3,1,26,0.004172802,0.002310950,0.001844099,0,12,12,0,1,,,0.000144199,,,0.004326238,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:14Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,3,2,4,10000,3,1,66,0.008448286,0.004295761,0.004133729,0,32,32,0,1,,,0.000142195,,,0.008599037,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:14Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,3,3,6,10000,3,1,114,0.014504380,0.007128444,0.007355979,0,56,56,0,1,,,0.000141103,,,0.014654109,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:14Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,3,4,10,10000,3,1,198,0.027337032,0.011947281,0.015371797,0,98,98,0,1,,,0.000166971,,,0.027513592,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:14Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,3,5,14,10000,3,1,274,0.041807419,0.020453755,0.021328507,0,136,136,0,1,,,0.000162944,,,0.041986553,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:14Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,3,6,18,10000,3,1,366,0.047819712,0.024369268,0.023415879,0,182,182,0,1,,,0.000138198,,,0.047971104,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:14Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,3,7,20,10000,3,1,422,0.055508852,0.028288817,0.027198795,0,210,210,0,1,,,0.000153346,,,0.055674882,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:14Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,3,8,22,10000,3,1,462,0.059896225,0.027193124,0.032681771,0,230,230,0,1,,,0.000162944,,,0.060072043,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:14Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,4,0,0,10000,3,1,2,0.000376011,0.000336958,0.000022331,0,0,0,0,1,,,0.000167021,,,0.000551078,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:14Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,4,1,2,10000,3,1,50,0.006668837,0.003185371,0.003465833,0,24,24,0,1,,,0.000134541,,,0.006812775,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:14Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,4,2,4,10000,3,1,90,0.011369464,0.005333607,0.006018364,0,44,44,0,1,,,0.000198701,,,0.011576781,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:14Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,4,3,6,10000,3,1,126,0.015823360,0.007637824,0.008158896,0,62,62,0,1,,,0.000167492,,,0.016007964,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:14Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,4,4,10,10000,3,1,222,0.027736127,0.012584689,0.015133895,0,110,110,0,1,,,0.000176800,,,0.027923075,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:14Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,4,5,14,10000,3,1,306,0.041931300,0.020477870,0.021435195,0,152,152,0,1,,,0.000165528,,,0.042107940,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:14Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,4,6,18,10000,3,1,402,0.054789741,0.027209445,0.027558957,0,200,200,0,1,,,0.000197999,,,0.055004080,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:15Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,4,7,20,10000,3,1,450,0.059439212,0.029963361,0.029455033,0,224,224,0,1,,,0.000146333,,,0.059596987,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:15Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,4,8,22,10000,3,1,478,0.064594416,0.032203268,0.032369577,0,238,238,0,1,,,0.000159357,,,0.064768902,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:15Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,5,0,0,10000,3,1,2,0.000401950,0.000360191,0.000021811,0,0,0,0,1,,,0.000147535,,,0.000557990,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:15Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,5,1,2,10000,3,1,42,0.005185401,0.002878739,0.002288688,0,20,20,0,1,,,0.000138237,,,0.005332395,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:15Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,5,2,4,10000,3,1,70,0.009621183,0.005094862,0.004495314,0,34,34,0,1,,,0.000127027,,,0.009758149,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:15Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,5,3,6,10000,3,1,102,0.013092687,0.006046937,0.007027015,0,50,50,0,1,,,0.000147014,,,0.013249930,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:15Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,5,4,10,10000,3,1,190,0.025139474,0.011207081,0.013913308,0,94,94,0,1,,,0.000144429,,,0.025295926,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:15Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,5,5,14,10000,3,1,250,0.036415253,0.016505933,0.019890335,0,124,124,0,1,,,0.000136545,,,0.036561476,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:15Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,5,6,18,10000,3,1,318,0.041730706,0.021205338,0.020505211,0,158,158,0,1,,,0.000139891,,,0.041880356,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:15Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,5,7,20,10000,3,1,342,0.054515860,0.025982386,0.028505551,0,170,170,0,1,,,0.000240780,,,0.054770114,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:15Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,5,8,22,10000,3,1,370,0.049866640,0.025162968,0.024682001,0,184,184,0,1,,,0.000167923,,,0.050048920,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:15Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,6,0,0,10000,3,1,2,0.000400758,0.000358559,0.000021289,0,0,0,0,1,,,0.000136574,,,0.000546219,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:15Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,6,1,2,10000,3,1,50,0.006481207,0.003339468,0.003124076,0,24,24,0,1,,,0.000141424,,,0.006632079,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:15Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,6,2,4,10000,3,1,74,0.009649886,0.004499731,0.005123034,0,36,36,0,1,,,0.000139400,,,0.009797712,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:15Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,6,3,6,10000,3,1,110,0.014186016,0.006415735,0.007742739,0,54,54,0,1,,,0.000140472,,,0.014335655,simulated_shots=10001;reference_shot_dropped=1
2026-08-08T01:45:15Z,dem,RB_comparison,simulate_depth,1,0.000500000,,10000,,,6,4,10,10000,3,1,186,0.023235804,0.010593217,0.012624514,0,92,92,0,1,,,0.000163094,,,0.023408806,simulated_shots=10001;reference_shot_dropped=1
