p,lrb_fidelity,lrb_error_rate,rb_fidelity,rb_error_rate,lrb_f,rb_f,lrb_a,rb_a,lrb_n_points,rb_n_points
3.35981829e-05,0.9999967572333981,3.2427666019074763e-06,0.9999994065913054,5.934086946268735e-07,0.999995135850097,0.9999991098869581,0.0,-38.350580193489705,9,9
0.000615848211,0.9999371127040909,6.288729590908648e-05,0.9980582572855013,0.001941742714498651,0.9999056690561363,0.9970873859282521,0.0,0.758463996620828,9,9
0.0112883789,0.9977182240989687,0.002281775901031291,0.9923692308192819,0.007630769180718144,0.9965773361484531,0.9885538462289227,0.0,-0.0925784362528463,9,9
0.0206130785,0.9935601437021303,0.006439856297869695,0.9840215189862361,0.015978481013763868,0.9903402155531954,0.9760322784793541,0.0,0.0247956834451255,9,9
0.0233572147,0.9918374334965844,0.008162566503415625,0.9818538950295886,0.01814610497041136,0.9877561502448767,0.972780842544383,0.0,0.026543208281464975,9,9
0.0311537409,0.9852946016274412,0.014705398372558798,0.9766784737997637,0.02332152620023631,0.9779419024411617,0.9650177106996456,0.0,-0.002633971322235074,9,9
0.0362021775,0.9796186777409596,0.020381322259040435,0.9725358258826166,0.027464174117383444,0.9694280166114393,0.9588037388239249,0.0,0.006137338210557361,9,9
0.0420687089,0.971501513903303,0.02849848609669703,0.9687285859587614,0.031271414041238565,0.9572522708549543,0.9530928789381422,0.0,-0.00425712095448797,9,9
0.0483293024,0.9608151861170295,0.03918481388297046,0.9640042393865818,0.03599576061341825,0.9412227791755442,0.9460063590798725,0.0,-0.00449215652903413,9,9
0.0547144504,0.9480334877059967,0.051966512294003286,0.9590220608195587,0.04097793918044135,0.9220502315589951,0.9385330912293379,0.0,-0.0007573094470385374,9,9
0.0635808794,0.9265423948024853,0.07345760519751465,0.9523449462864343,0.04765505371356571,0.8898135922037279,0.9285174194296515,0.0,0.001266109526366067,9,9
0.0738841056,0.8970447953924373,0.10295520460756269,0.9444665331106693,0.055533466889330696,0.8455671930886559,0.9166997996660039,0.0,0.0014405767137322997,9,9
0.0858569606,0.8565861295349441,0.14341387046505594,0.9352237679621912,0.0647762320378088,0.7848791943024159,0.9028356519432867,0.0,0.002408497834239436,9,9
0.0925524149,0.8323183966869653,0.16768160331303472,0.9304170613916586,0.06958293860834142,0.748477595030448,0.8956255920874879,0.0,0.0017942389785884287,9,9
0.1,0.806080530545056,0.19391946945494398,0.9263258614734827,0.07367413852651727,0.709120795817584,0.889488792210224,0.0,-0.0050413364274142876,9,9
0.143844989,0.644104533784576,0.355895466215424,0.8914799955037332,0.10852000449626675,0.46615680067686394,0.8372199932555999,0.0,0.0013671488639012796,7,9
0.206913808,0.48639733693871995,0.51360266306128,0.843198929802688,0.15680107019731204,0.22959600540807995,0.764798394704032,0.0,0.006299111981087005,7,9
0.335981829,0.41325920506814934,0.5867407949318506,0.7408175985169815,0.2591824014830185,0.119888807602224,0.6112263977754722,0.0,0.007658873869193311,7,9
